category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_14.jpg,Animals,tapir,1.0,1.0,1,186.109863281,186.10986328125,0.0,184.109893799,184.10989379882812,0.0,1.5,1.5,6.0,6.0,5,1.0,1.0,0.0,'1',0.560315310955,0.5603153109550476,0.0,'V_nV',187.620361328,187.620361328125,0.0,0.0,0.0,0.0,,,,,13.0
Nonliving_Things,41,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_2.jpg,Buildings,house,1.0,2.0,2,107.270126343,107.27012634277344,0.0,105.300178528,105.30017852783203,0.0,1.5,1.5,6.0,6.0,'3.0',1.0,1.0,0.0,'2',0.770165622234,0.7701656222343445,0.0,'V_nV',108.78074646,108.78074645996094,0.0,0.0,0.0,0.0,'2',0.720323562622,0.7203235626220703,0.0,7.0
Living_Things,1,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_17.jpg,Animals,armadillo,1.0,2.0,2,335.049072266,335.049072265625,0.0,333.039093018,333.0390930175781,0.0,1.5,1.5,6.0,6.0,5,1.0,1.0,0.0,'2',0.720284998417,0.7202849984169006,0.0,'nV_V',336.55960083,336.5596008300781,0.0,0.0,0.0,0.0,'3',0.650334239006,0.6503342390060425,0.0,24.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_25.jpg,Insects,dragonfly,1.0,2.0,2,160.799880981,160.7998809814453,0.0,158.329925537,158.32992553710938,0.0,2.0,2.0,6.5,6.5,'1.0',0.0,0.0,0.0,'1',1.04035019875,1.0403501987457275,0.0,'nV_V',162.310501099,162.3105010986328,0.0,1.0,1.0,0.0,'1',0.440255969763,0.4402559697628021,0.0,11.0
Living_Things,10,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/butterfly_15.jpg,Insects,butterfly,1.0,2.0,2,13.9105892181,13.910589218139648,0.0,11.4106435776,11.410643577575684,0.0,2.0,2.0,6.0,6.0,'4.0',1.0,1.0,0.0,'2',0.920337855816,0.9203378558158875,0.0,'nV_V',15.4214744568,15.42147445678711,0.0,0.0,0.0,0.0,'3',0.370323210955,0.37032321095466614,0.0,0.0
Nonliving_Things,54,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_3.jpg,Vehicles,motorbike,1.0,2.0,2,412.398681641,412.398681640625,0.0,410.448730469,410.44873046875,0.0,1.5,1.5,6.0,6.0,1,1.0,1.0,0.0,'2',0.850248515606,0.8502485156059265,0.0,'V_nV',413.909332275,413.9093322753906,0.0,0.0,0.0,0.0,'3',1.12029457092,1.1202945709228516,0.0,30.0
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_15.jpg,Furniture,lectern,1.0,2.0,2,26.3005332947,26.300533294677734,0.0,24.3305797577,24.33057975769043,0.0,1.5,1.5,7.0,7.0,'1.0',0.0,0.0,0.0,'1',0.59032791853,0.5903279185295105,0.0,'V_nV',27.8110980988,27.811098098754883,0.0,1.0,1.0,0.0,'1',0.200360134244,0.20036013424396515,0.0,1.0
Nonliving_Things,37,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_7.jpg,Tools,hammer,1.0,2.0,2,39.6904563904,39.69045639038086,0.0,37.7205162048,37.720516204833984,0.0,1.5,1.5,6.0,6.0,'2.0',0.0,0.0,0.0,'1',1.40008437634,1.400084376335144,0.0,'V_nV',41.2010002136,41.20100021362305,0.0,0.0,0.0,0.0,,,,,2.0
Living_Things,84,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tiger_17.jpg,Animals,tiger,1.0,1.0,1,119.65007019,119.65007019042969,0.0,117.680137634,117.68013763427734,0.0,1.5,1.5,7.0,7.0,'2.0',1.0,1.0,0.0,'1',0.890269875526,0.8902698755264282,0.0,'V_nV',121.160606384,121.16060638427734,0.0,0.0,0.0,0.0,'2',0.860092878342,0.8600928783416748,0.0,8.0
Living_Things,4,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_7.jpg,Birds,barn-owl,1.0,2.0,2,147.919937134,147.91993713378906,0.0,143.929992676,143.92999267578125,0.0,3.5,3.5,6.0,6.0,'3.0',1.0,1.0,0.0,'2',0.940290927887,0.9402909278869629,0.0,'nV_V',149.430526733,149.43052673339844,0.0,0.0,0.0,0.0,'3',0.820249140263,0.8202491402626038,0.0,10.0
