category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_mean,probeFrames_raw,probeFrames_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,53,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_4.jpg,Buildings,mill,1.0,2.0,2,285.486877441,285.48687744140625,0.0,282.216918945,282.2169189453125,0.0,3.0,3.0,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,'1',0.970295667648,0.9702956676483154,0.0,'V_nV',286.997497559,286.99749755859375,0.0,1.0,1.0,0.0,'1',0.280086278915,0.2800862789154053,0.0,21.0
Nonliving_Things,19,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/couch_15.jpg,Furniture,couch,1.0,1.0,1,259.497009277,259.49700927734375,0.0,257.717041016,257.717041015625,0.0,1.5,1.5,6.5,6.5,4.0,4.0,0.0,1.0,1.0,0.0,'1',0.710292220116,0.7102922201156616,0.0,'nV_V',261.007537842,261.0075378417969,0.0,0.0,0.0,0.0,'2',0.27030146122,0.2703014612197876,0.0,19.0
Nonliving_Things,36,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_19.jpg,Musical_Inst,guitar,1.0,1.0,1,155.467483521,155.4674835205078,0.0,153.677612305,153.6776123046875,0.0,1.5,1.5,6.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,'1',1.21029341221,1.2102934122085571,0.0,'nV_V',156.97807312,156.9780731201172,0.0,0.0,0.0,0.0,'3',0.60029399395,0.6002939939498901,0.0,11.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_12.jpg,Insects,dragonfly,1.0,2.0,2,377.486450195,377.4864501953125,0.0,375.696502686,375.6965026855469,0.0,1.5,1.5,6.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,'1',0.820295870304,0.8202958703041077,0.0,'nV_V',378.997009277,378.99700927734375,0.0,1.0,1.0,0.0,'1',0.320310771465,0.3203107714653015,0.0,28.0
Living_Things,4,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_4.jpg,Birds,barn-owl,1.0,2.0,2,75.957862854,75.9578628540039,0.0,73.6979064941,73.69790649414062,0.0,2.0,2.0,6.5,6.5,2.0,2.0,0.0,0.0,0.0,0.0,'1',0.57029569149,0.5702956914901733,0.0,'nV_V',77.4684066772,77.4684066772461,0.0,1.0,1.0,0.0,'1',0.26029881835,0.26029881834983826,0.0,5.0
Nonliving_Things,37,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_6.jpg,Tools,hammer,1.0,2.0,2,389.506408691,389.50640869140625,0.0,387.706420898,387.7064208984375,0.0,1.5,1.5,6.0,6.0,6.0,6.0,0.0,1.0,1.0,0.0,'2',0.830296754837,0.8302967548370361,0.0,'V_nV',391.016906738,391.01690673828125,0.0,0.0,0.0,0.0,'2',1.18028044701,1.1802804470062256,0.0,29.0
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_3.jpg,Furniture,lectern,1.0,2.0,2,36.9580459595,36.958045959472656,0.0,35.1980895996,35.198089599609375,0.0,1.5,1.5,8.0,8.0,3.0,3.0,0.0,1.0,1.0,0.0,'2',0.810297429562,0.810297429561615,0.0,'V_nV',38.468585968,38.46858596801758,0.0,1.0,1.0,0.0,'1',0.300294965506,0.3002949655056,0.0,2.0
Living_Things,21,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/crab_6.jpg,Marine_creatures,crab,1.0,2.0,2,193.487335205,193.48733520507812,0.0,191.177368164,191.1773681640625,0.0,2.0,2.0,6.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',0.790298044682,0.7902980446815491,0.0,'nV_V',194.997848511,194.9978485107422,0.0,0.0,0.0,0.0,'3',0.110248461366,0.11024846136569977,0.0,14.0
Living_Things,20,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cow_5.jpg,Animals,cow,1.0,1.0,1,50.9779968262,50.977996826171875,0.0,49.1780548096,49.17805480957031,0.0,1.5,1.5,6.5,6.5,4.0,4.0,0.0,0.0,0.0,0.0,'2',0.740289628506,0.7402896285057068,0.0,'V_nV',52.4885292053,52.488529205322266,0.0,0.0,0.0,0.0,'2',0.11029022187,0.11029022186994553,0.0,3.0
Living_Things,10,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/butterfly_11.jpg,Insects,butterfly,1.0,2.0,2,219.947189331,219.9471893310547,0.0,217.167221069,217.16722106933594,0.0,2.5,2.5,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,'1',0.520282030106,0.5202820301055908,0.0,'nV_V',221.457733154,221.45773315429688,0.0,1.0,1.0,0.0,'1',0.310296803713,0.31029680371284485,0.0,16.0
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_22.jpg,Animals,tapir,1.0,2.0,2,143.457550049,143.45755004882812,0.0,141.687591553,141.68759155273438,0.0,1.5,1.5,6.0,6.0,4.0,4.0,0.0,1.0,1.0,0.0,'2',0.84029173851,0.8402917385101318,0.0,'nV_V',144.968078613,144.96807861328125,0.0,1.0,1.0,0.0,'1',0.23033541441,0.23033541440963745,0.0,10.0
Nonliving_Things,58,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_24.jpg,Buildings,palace,1.0,1.0,1,205.947250366,205.94725036621094,0.0,203.697296143,203.69729614257812,0.0,2.0,2.0,7.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,'1',0.540280222893,0.5402802228927612,0.0,'nV_V',207.457778931,207.45777893066406,0.0,1.0,1.0,0.0,'1',0.430298745632,0.43029874563217163,0.0,15.0
Nonliving_Things,54,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_22.jpg,Vehicles,motorbike,1.0,2.0,2,401.516326904,401.5163269042969,0.0,399.726379395,399.72637939453125,0.0,1.5,1.5,6.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',0.720294296741,0.7202942967414856,0.0,'V_nV',403.026885986,403.0268859863281,0.0,0.0,0.0,0.0,'3',0.0203249249607,0.02032492496073246,0.0,30.0
Living_Things,1,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_4.jpg,Animals,armadillo,1.0,2.0,2,129.467605591,129.4676055908203,0.0,127.197654724,127.1976547241211,0.0,2.0,2.0,8.0,8.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',0.640297949314,0.6402979493141174,0.0,'nV_V',130.978149414,130.9781494140625,0.0,0.0,0.0,0.0,'2',0.260328054428,0.2603280544281006,0.0,9.0
Nonliving_Things,35,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_11.jpg,Buildings,granary,1.0,1.0,1,271.996948242,271.9969482421875,0.0,270.21697998,270.21697998046875,0.0,1.5,1.5,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,'1',1.21028852463,1.2102885246276855,0.0,'nV_V',273.507568359,273.507568359375,0.0,1.0,1.0,0.0,'1',0.33009403944,0.33009403944015503,0.0,20.0
Nonliving_Things,30,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_24.jpg,Kitchen_Uten,fondue,1.0,1.0,1,312.026733398,312.0267333984375,0.0,309.226806641,309.226806640625,0.0,2.5,2.5,6.0,6.0,4.0,4.0,0.0,1.0,1.0,0.0,'1',0.680374979973,0.6803749799728394,0.0,'nV_V',313.537353516,313.537353515625,0.0,0.0,0.0,0.0,'3',0.290364205837,0.29036420583724976,0.0,23.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_18.jpg,Animals,elephant,1.0,1.0,1,336.476623535,336.47662353515625,0.0,334.21673584,334.21673583984375,0.0,2.0,2.0,7.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,'1',0.470368027687,0.47036802768707275,0.0,'V_nV',337.987243652,337.98724365234375,0.0,1.0,1.0,0.0,'1',0.0703469067812,0.0703469067811966,0.0,25.0
Nonliving_Things,22,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_6.jpg,Kitchen_Uten,cup,1.0,2.0,2,233.457122803,233.45712280273438,0.0,230.167160034,230.1671600341797,0.0,3.0,3.0,6.0,6.0,4.0,4.0,0.0,1.0,1.0,0.0,'2',0.710338890553,0.7103388905525208,0.0,'V_nV',234.967727661,234.9677276611328,0.0,1.0,1.0,0.0,'1',0.360297560692,0.3602975606918335,0.0,17.0
Nonliving_Things,46,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lamp_13.jpg,Furniture,lamp,1.0,2.0,2,88.447807312,88.44780731201172,0.0,86.6778717041,86.67787170410156,0.0,1.5,1.5,7.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,'1',0.740303695202,0.7403036952018738,0.0,'V_nV',89.9583816528,89.95838165283203,0.0,1.0,1.0,0.0,'1',0.280301123857,0.28030112385749817,0.0,6.0
Living_Things,80,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/sperm-whale_4.jpg,Marine_creatures,sperm-whale,1.0,1.0,1,350.496612549,350.4966125488281,0.0,347.696685791,347.6966857910156,0.0,2.5,2.5,6.5,6.5,4.0,4.0,0.0,1.0,1.0,0.0,'1',0.620282888412,0.6202828884124756,0.0,'V_nV',352.007141113,352.00714111328125,0.0,0.0,0.0,0.0,'2',0.350299090147,0.35029909014701843,0.0,26.0
Nonliving_Things,25,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/drum_26.jpg,Musical_Inst,drum,1.0,1.0,1,298.506835938,298.5068359375,0.0,296.706848145,296.70684814453125,0.0,1.5,1.5,6.5,6.5,6.0,6.0,0.0,1.0,1.0,0.0,'1',0.740123033524,0.7401230335235596,0.0,'nV_V',300.017425537,300.0174255371094,0.0,0.0,0.0,0.0,'3',0.110317207873,0.11031720787286758,0.0,22.0
Living_Things,13,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cat_21.jpg,Animals,cat,1.0,1.0,1,115.487686157,115.48768615722656,0.0,113.187721252,113.1877212524414,0.0,2.0,2.0,7.5,7.5,6.0,6.0,0.0,1.0,1.0,0.0,'1',0.690296888351,0.6902968883514404,0.0,'V_nV',116.998252869,116.99825286865234,0.0,0.0,0.0,0.0,'2',0.250322461128,0.25032246112823486,0.0,8.0
Living_Things,85,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_1.jpg,Birds,toucan,1.0,1.0,1,413.48626709,413.48626708984375,0.0,411.726318359,411.726318359375,0.0,1.5,1.5,7.5,7.5,3.0,3.0,0.0,0.0,0.0,0.0,'2',0.720322489738,0.7203224897384644,0.0,'V_nV',414.996856689,414.9968566894531,0.0,1.0,1.0,0.0,'1',0.130291357636,0.13029135763645172,0.0,31.0
Nonliving_Things,31,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_10.jpg,Kitchen_Uten,frying-pan,1.0,2.0,2,24.9781036377,24.978103637695312,0.0,23.2081508636,23.20815086364746,0.0,1.5,1.5,6.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,'2',1.16031861305,1.1603186130523682,0.0,'V_nV',26.4886436462,26.488643646240234,0.0,1.0,1.0,0.0,'1',0.45031774044,0.45031774044036865,0.0,1.0
Nonliving_Things,28,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/factory_21.jpg,Buildings,factory,1.0,2.0,2,167.967422485,167.96742248535156,0.0,165.687469482,165.68746948242188,0.0,2.0,2.0,6.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,'2',0.620327293873,0.6203272938728333,0.0,'V_nV',169.477996826,169.47799682617188,0.0,1.0,1.0,0.0,'1',0.030329560861,0.030329560860991478,0.0,12.0
Living_Things,23,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/dolphin_21.jpg,Marine_creatures,dolphin,1.0,2.0,2,63.4779281616,63.477928161621094,0.0,61.6979866028,61.6979866027832,0.0,1.5,1.5,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,'1',0.700342595577,0.70034259557724,0.0,'nV_V',64.9884719849,64.98847198486328,0.0,0.0,0.0,0.0,'2',0.67030018568,0.6703001856803894,0.0,4.0
Living_Things,26,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_7.jpg,Birds,duck,1.0,1.0,1,12.98823452,12.988234519958496,0.0,11.2082710266,11.208271026611328,0.0,1.5,1.5,6.0,6.0,4.0,4.0,0.0,1.0,1.0,0.0,'1',0.690306067467,0.6903060674667358,0.0,'V_nV',14.4991378784,14.499137878417969,0.0,0.0,0.0,0.0,'3',0.280300736427,0.28030073642730713,0.0,0.0
Living_Things,84,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tiger_12.jpg,Animals,tiger,1.0,1.0,1,323.996765137,323.99676513671875,0.0,322.246795654,322.2467956542969,0.0,1.5,1.5,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,'1',0.470294862986,0.47029486298561096,0.0,'V_nV',325.507263184,325.50726318359375,0.0,1.0,1.0,0.0,'1',0.290382325649,0.2903823256492615,0.0,24.0
Living_Things,16,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cheetah_8.jpg,Animals,cheetah,1.0,1.0,1,180.467391968,180.46739196777344,0.0,178.187454224,178.1874542236328,0.0,2.0,2.0,6.5,6.5,3.0,3.0,0.0,0.0,0.0,0.0,'2',0.56031024456,0.5603102445602417,0.0,'V_nV',181.977920532,181.97792053222656,0.0,1.0,1.0,0.0,'1',0.000322647043504,0.0003226470435038209,0.0,13.0
Living_Things,79,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/sparrow_26.jpg,Birds,sparrow,1.0,1.0,1,247.497055054,247.49705505371094,0.0,243.677124023,243.6771240234375,0.0,3.5,3.5,6.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,'1',1.08029198647,1.080291986465454,0.0,'V_nV',249.007675171,249.00767517089844,0.0,0.0,0.0,0.0,'3',0.430293887854,0.43029388785362244,0.0,18.0
Nonliving_Things,29,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/filling-cabinet_1.jpg,Furniture,filling-cabinet,1.0,1.0,1,102.477737427,102.47773742675781,0.0,99.6577835083,99.65778350830078,0.0,2.5,2.5,6.5,6.5,7.0,7.0,0.0,1.0,1.0,0.0,'1',0.740276992321,0.7402769923210144,0.0,'nV_V',103.98828125,103.98828125,0.0,0.0,0.0,0.0,'2',0.630297780037,0.6302977800369263,0.0,7.0
Nonliving_Things,41,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_0.jpg,Buildings,house,1.0,2.0,2,364.98651123,364.98651123046875,0.0,361.216552734,361.216552734375,0.0,3.5,3.5,6.5,6.5,3.0,3.0,0.0,1.0,1.0,0.0,'2',0.690306246281,0.6903062462806702,0.0,'V_nV',366.497039795,366.4970397949219,0.0,1.0,1.0,0.0,'1',0.270296394825,0.2702963948249817,0.0,27.0

extraInfo
n_square,32
expName,Expt_DEF
probeFrames,4
participant,patxi
frameRate,99.9987471773
date,2019_Mar_25_1820
session,006
premask_dur,20
postmask_dur,20
block,3
