category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,92,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/violin_15.jpg,Musical_Inst,violin,1.0,1.0,1,41.2575454712,41.257545471191406,0.0,39.2576026917,39.25760269165039,0.0,1.5,1.5,6.0,6.0,'4.0',1.0,1.0,0.0,'1',0.640171647072,0.6401716470718384,0.0,'nV_V',42.7681045532,42.768104553222656,0.0,0.0,0.0,0.0,'3',0.450176894665,0.4501768946647644,0.0,2.0
Nonliving_Things,72,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/saxophone_6.jpg,Musical_Inst,saxophone,1.0,2.0,2,237.166656494,237.16665649414062,0.0,235.206695557,235.20669555664062,0.0,1.5,1.5,6.5,6.5,1,1.0,1.0,0.0,'2',0.640203714371,0.6402037143707275,0.0,'V_nV',238.677200317,238.6772003173828,0.0,1.0,1.0,0.0,'1',0.240313023329,0.24031302332878113,0.0,17.0
Nonliving_Things,66,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/pot_3.jpg,Kitchen_Uten,pot,1.0,2.0,2,157.856994629,157.85699462890625,0.0,155.857040405,155.85704040527344,0.0,1.5,1.5,8.0,8.0,4,1.0,1.0,0.0,'2',0.740295886993,0.7402958869934082,0.0,'V_nV',159.36756897,159.36756896972656,0.0,0.0,0.0,0.0,'2',0.310297548771,0.31029754877090454,0.0,11.0
Nonliving_Things,76,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/ship_14.jpg,Vehicles,ship,1.0,2.0,2,401.465881348,401.46588134765625,0.0,398.505889893,398.5058898925781,0.0,2.5,2.5,6.0,6.0,1,1.0,1.0,0.0,'2',0.630238890648,0.6302388906478882,0.0,'V_nV',402.97644043,402.9764404296875,0.0,0.0,0.0,0.0,'2',0.310097903013,0.31009790301322937,0.0,29.0
Nonliving_Things,81,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/table_25.jpg,Furniture,table,1.0,2.0,2,224.286743164,224.2867431640625,0.0,221.316741943,221.31674194335938,0.0,2.5,2.5,6.5,6.5,2,1.0,1.0,0.0,'2',0.990323901176,0.9903239011764526,0.0,'V_nV',225.797225952,225.79722595214844,0.0,0.0,0.0,0.0,'2',0.350328415632,0.3503284156322479,0.0,16.0
Nonliving_Things,69,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/rocking-chair_26.jpg,Furniture,rocking-chair,1.0,1.0,1,172.246917725,172.24691772460938,0.0,170.266983032,170.26698303222656,0.0,1.5,1.5,6.0,6.0,3,1.0,1.0,0.0,'1',0.590273201466,0.5902732014656067,0.0,'nV_V',173.757507324,173.75750732421875,0.0,0.0,0.0,0.0,'3',0.210301458836,0.2103014588356018,0.0,12.0
Living_Things,49,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/lobster_21.jpg,Marine_creatures,lobster,1.0,2.0,2,197.516799927,197.5167999267578,0.0,195.556869507,195.55686950683594,0.0,1.5,1.5,7.0,7.0,2,1.0,1.0,0.0,'2',0.900327026844,0.9003270268440247,0.0,'nV_V',199.02734375,199.02734375,0.0,0.0,0.0,0.0,'2',0.320334941149,0.32033494114875793,0.0,14.0
Living_Things,39,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_25.jpg,Animals,hippopotamus,1.0,2.0,2,333.016174316,333.01617431640625,0.0,329.006256104,329.0062561035156,0.0,3.5,3.5,6.5,6.5,5,1.0,1.0,0.0,'2',0.680306196213,0.6803061962127686,0.0,'nV_V',334.526702881,334.5267028808594,0.0,0.0,0.0,0.0,'3',0.350293725729,0.35029372572898865,0.0,24.0
Living_Things,73,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/scorpion_0.jpg,Insects,scorpion,1.0,1.0,1,119.667182922,119.66718292236328,0.0,117.187225342,117.18722534179688,0.0,2.0,2.0,6.0,6.0,4,1.0,1.0,0.0,'1',0.700306236744,0.700306236743927,0.0,'V_nV',121.177726746,121.17772674560547,0.0,0.0,0.0,0.0,'2',0.400295078754,0.40029507875442505,0.0,8.0
Living_Things,44,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/kiwi_18.jpg,Birds,kiwi,1.0,2.0,2,106.767234802,106.7672348022461,0.0,103.267311096,103.2673110961914,0.0,3.0,3.0,6.0,6.0,7,1.0,1.0,0.0,'2',0.830280840397,0.8302808403968811,0.0,'nV_V',108.277778625,108.27777862548828,0.0,0.0,0.0,0.0,'3',0.510449290276,0.5104492902755737,0.0,7.0
