category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_mean,probeFrames_raw,probeFrames_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Living_Things,94,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/whale_4.jpg,Marine_creatures,whale,1.0,1.0,1,415.110412598,415.11041259765625,0.0,412.320465088,412.3204650878906,0.0,2.5,2.5,6.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,'2',0.660298466682,0.6602984666824341,0.0,'V_nV',416.62097168,416.6209716796875,0.0,1.0,1.0,0.0,'1',0.0102949794382,0.010294979438185692,0.0,31.0
Living_Things,65,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/pomfret_13.jpg,Marine_creatures,pomfret,1.0,1.0,1,65.0620956421,65.06209564208984,0.0,63.2621612549,63.26216125488281,0.0,1.5,1.5,6.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,'1',1.20041966438,1.2004196643829346,0.0,'V_nV',66.5726013184,66.57260131835938,0.0,0.0,0.0,0.0,'2',0.440345257521,0.44034525752067566,0.0,4.0
Nonliving_Things,71,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/saucepan_24.jpg,Kitchen_Uten,saucepan,1.0,1.0,1,129.111755371,129.11175537109375,0.0,126.811805725,126.81180572509766,0.0,2.0,2.0,7.0,7.0,5.0,5.0,0.0,1.0,1.0,0.0,'1',0.660300970078,0.6603009700775146,0.0,'nV_V',130.622344971,130.62234497070312,0.0,0.0,0.0,0.0,'3',0.760296344757,0.7602963447570801,0.0,9.0
Nonliving_Things,66,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/pot_10.jpg,Kitchen_Uten,pot,1.0,2.0,2,25.9822425842,25.982242584228516,0.0,23.7022953033,23.702295303344727,0.0,2.0,2.0,6.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,'1',0.29036745429,0.29036745429039,0.0,'V_nV',27.4927883148,27.492788314819336,0.0,1.0,1.0,0.0,'1',0.400162607431,0.40016260743141174,0.0,1.0
Nonliving_Things,69,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/rocking-chair_1.jpg,Furniture,rocking-chair,1.0,1.0,1,259.251159668,259.25115966796875,0.0,257.501190186,257.5011901855469,0.0,1.5,1.5,6.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,'1',0.880296528339,0.880296528339386,0.0,'nV_V',260.761688232,260.7616882324219,0.0,1.0,1.0,0.0,'1',0.310286194086,0.31028619408607483,0.0,19.0
Living_Things,34,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goose_21.jpg,Birds,goose,1.0,1.0,1,234.771286011,234.7712860107422,0.0,232.971313477,232.9713134765625,0.0,1.5,1.5,6.5,6.5,5.0,5.0,0.0,1.0,1.0,0.0,'1',0.900357365608,0.9003573656082153,0.0,'V_nV',236.281829834,236.28182983398438,0.0,0.0,0.0,0.0,,,,,17.0
Living_Things,40,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/horse_16.jpg,Animals,horse,1.0,1.0,1,324.210845947,324.2108459472656,0.0,321.910888672,321.910888671875,0.0,2.0,2.0,6.5,6.5,6.0,6.0,0.0,1.0,1.0,0.0,'1',1.08010280132,1.080102801322937,0.0,'V_nV',325.721374512,325.72137451171875,0.0,0.0,0.0,0.0,'3',0.290297329426,0.29029732942581177,0.0,24.0
Nonliving_Things,92,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/violin_10.jpg,Musical_Inst,violin,1.0,2.0,2,51.0421218872,51.04212188720703,0.0,49.2221679688,49.22216796875,0.0,1.5,1.5,8.0,8.0,9.0,9.0,0.0,1.0,1.0,0.0,'2',0.750239193439,0.7502391934394836,0.0,'V_nV',52.5526657104,52.55266571044922,0.0,0.0,0.0,0.0,'3',0.550302028656,0.5503020286560059,0.0,3.0
Nonliving_Things,77,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/small-saucepan_16.jpg,Kitchen_Uten,small-saucepan,1.0,2.0,2,156.091629028,156.0916290283203,0.0,152.831695557,152.83169555664062,0.0,3.0,3.0,7.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,'2',1.10029888153,1.1002988815307617,0.0,'V_nV',157.602203369,157.60220336914062,0.0,1.0,1.0,0.0,'1',0.490295708179,0.4902957081794739,0.0,11.0
Living_Things,39,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_13.jpg,Animals,hippopotamus,1.0,2.0,2,388.640594482,388.6405944824219,0.0,386.85067749,386.8506774902344,0.0,1.5,1.5,7.0,7.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',0.720382153988,0.7203821539878845,0.0,'nV_V',390.151092529,390.1510925292969,0.0,0.0,0.0,0.0,'3',0.260328054428,0.2603280544281006,0.0,29.0
