category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,93,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/wardrobe_2.jpg,Furniture,wardrobe,1.0,1.0,1,188.176803589,188.1768035888672,0.0,186.206863403,186.2068634033203,0.0,1.5,1.5,6.5,6.5,'3.0',1.0,1.0,0.0,'1',0.84029841423,0.8402984142303467,0.0,'nV_V',189.68737793,189.6873779296875,0.0,0.0,0.0,0.0,'2',0.370299339294,0.3702993392944336,0.0,13.0
Living_Things,38,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hen_20.jpg,Birds,hen,1.0,2.0,2,28.8475952148,28.84759521484375,0.0,24.8476448059,24.847644805908203,0.0,3.5,3.5,6.5,6.5,'2.0',1.0,1.0,0.0,'2',0.660091102123,0.6600911021232605,0.0,'nV_V',30.3581829071,30.358182907104492,0.0,1.0,1.0,0.0,'1',0.510256648064,0.5102566480636597,0.0,1.0
Nonliving_Things,91,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/van_19.jpg,Vehicles,van,1.0,1.0,1,296.376281738,296.37628173828125,0.0,292.876312256,292.8763122558594,0.0,3.0,3.0,6.0,6.0,5,1.0,1.0,0.0,'1',0.490301519632,0.4903015196323395,0.0,'nV_V',297.886871338,297.8868713378906,0.0,1.0,1.0,0.0,'1',0.410174906254,0.4101749062538147,0.0,21.0
Living_Things,43,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/killer-whale_5.jpg,Marine_creatures,killer-whale,1.0,2.0,2,214.996673584,214.99667358398438,0.0,212.516723633,212.5167236328125,0.0,2.0,2.0,6.0,6.0,'3.0',1.0,1.0,0.0,'2',0.700328886509,0.7003288865089417,0.0,'nV_V',216.507247925,216.5072479248047,0.0,0.0,0.0,0.0,'3',0.510299444199,0.5102994441986084,0.0,15.0
Living_Things,34,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goose_9.jpg,Birds,goose,1.0,2.0,2,364.525939941,364.52593994140625,0.0,362.526000977,362.5260009765625,0.0,1.5,1.5,6.0,6.0,4,1.0,1.0,0.0,'2',0.840307176113,0.8403071761131287,0.0,'nV_V',366.036621094,366.03662109375,0.0,0.0,0.0,0.0,'2',0.460174351931,0.4601743519306183,0.0,26.0
Nonliving_Things,83,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/teapot_19.jpg,Kitchen_Uten,teapot,1.0,2.0,2,350.606018066,350.60601806640625,0.0,348.576049805,348.5760498046875,0.0,1.5,1.5,7.5,7.5,5,1.0,1.0,0.0,'2',0.730094134808,0.7300941348075867,0.0,'V_nV',352.116546631,352.1165466308594,0.0,0.0,0.0,0.0,'2',0.380185872316,0.3801858723163605,0.0,25.0
Nonliving_Things,88,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/trumpet_21.jpg,Musical_Inst,trumpet,1.0,2.0,2,42.2475166321,42.24751663208008,0.0,39.7675704956,39.76757049560547,0.0,2.0,2.0,6.0,6.0,'3.0',0.0,0.0,0.0,'1',0.930363237858,0.9303632378578186,0.0,'V_nV',43.758102417,43.75810241699219,0.0,0.0,0.0,0.0,'2',0.950368583202,0.9503685832023621,0.0,2.0
Living_Things,33,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goldfinch_24.jpg,Birds,goldfinch,1.0,2.0,2,201.096755981,201.0967559814453,0.0,199.096801758,199.0968017578125,0.0,1.5,1.5,7.0,7.0,'2.0',1.0,1.0,0.0,'2',1.16030013561,1.1603001356124878,0.0,'nV_V',202.607269287,202.60726928710938,0.0,1.0,1.0,0.0,'1',0.52029556036,0.5202955603599548,0.0,14.0
Living_Things,42,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_5.jpg,Birds,hummingbird,1.0,2.0,2,54.6374511719,54.637451171875,0.0,52.6675109863,52.667510986328125,0.0,1.5,1.5,6.0,6.0,'2.0',0.0,0.0,0.0,'1',0.830232203007,0.8302322030067444,0.0,'nV_V',56.1479988098,56.14799880981445,0.0,0.0,0.0,0.0,'2',0.650297701359,0.6502977013587952,0.0,3.0
Living_Things,45,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/ladybird_17.jpg,Insects,ladybird,1.0,2.0,2,107.247200012,107.24720001220703,0.0,104.26726532,104.26726531982422,0.0,2.5,2.5,8.0,8.0,'2.0',0.0,0.0,0.0,'1',0.750298202038,0.7502982020378113,0.0,'nV_V',108.757751465,108.75775146484375,0.0,1.0,1.0,0.0,'1',0.350304067135,0.3503040671348572,0.0,7.0
