category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probe_Frames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Living_Things,65,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/pomfret_24.jpg,Marine_creatures,pomfret,1.0,1.0,1,118.945739746,118.94573974609375,0.0,116.505821228,116.50582122802734,0.0,2.0,2.0,8.0,8.0,4,1.0,1.0,0.0,'1',0.510311961174,0.5103119611740112,0.0,'V_nV',0.0,0.0,0.0,'3',0.36029446125,0.3602944612503052,0.0,120.456291199,120.45629119873047,0.0,8.0
Nonliving_Things,93,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/wardrobe_26.jpg,Furniture,wardrobe,1.0,1.0,1,146.625595093,146.62559509277344,0.0,144.185668945,144.1856689453125,0.0,2.0,2.0,7.0,7.0,2,1.0,1.0,0.0,'1',0.580295026302,0.5802950263023376,0.0,'nV_V',0.0,0.0,0.0,'2',0.220312565565,0.22031256556510925,0.0,148.136184692,148.1361846923828,0.0,10.0
Nonliving_Things,81,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/table_1.jpg,Furniture,table,1.0,1.0,1,411.834259033,411.8342590332031,0.0,409.894317627,409.8943176269531,0.0,1.5,1.5,6.0,6.0,3,1.0,1.0,0.0,'1',0.500298202038,0.5002982020378113,0.0,'nV_V',1.0,1.0,0.0,'1',0.250310391188,0.25031039118766785,0.0,413.344818115,413.3448181152344,0.0,30.0
Nonliving_Things,88,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/trumpet_18.jpg,Musical_Inst,trumpet,1.0,1.0,1,228.005187988,228.00518798828125,0.0,226.115264893,226.11526489257812,0.0,1.5,1.5,6.0,6.0,1,1.0,1.0,0.0,'1',0.67029851675,0.6702985167503357,0.0,'nV_V',1.0,1.0,0.0,'1',0.220296815038,0.22029681503772736,0.0,229.51574707,229.5157470703125,0.0,16.0
Nonliving_Things,89,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/tuba_26.jpg,Musical_Inst,tuba,1.0,1.0,1,26.2161979675,26.216197967529297,0.0,23.7862606049,23.7862606048584,0.0,2.0,2.0,6.0,6.0,'2.0',1.0,1.0,0.0,'1',0.860283970833,0.8602839708328247,0.0,'nV_V',0.0,0.0,0.0,'3',0.4402975142,0.44029751420021057,0.0,27.7274837494,27.72748374938965,0.0,1.0
Nonliving_Things,87,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/train_15.jpg,Vehicles,train,1.0,2.0,2,294.114868164,294.1148681640625,0.0,291.67489624,291.6748962402344,0.0,2.0,2.0,6.0,6.0,1,1.0,1.0,0.0,'2',0.950077116489,0.9500771164894104,0.0,'V_nV',0.0,0.0,0.0,'2',0.270306169987,0.27030616998672485,0.0,295.625488281,295.62548828125,0.0,21.0
Living_Things,42,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_8.jpg,Birds,hummingbird,1.0,1.0,1,188.065414429,188.06541442871094,0.0,186.155487061,186.15548706054688,0.0,1.5,1.5,6.0,6.0,1,0.0,0.0,0.0,'2',0.660295307636,0.660295307636261,0.0,'V_nV',1.0,1.0,0.0,'1',0.190298318863,0.19029831886291504,0.0,189.575973511,189.5759735107422,0.0,13.0
Nonliving_Things,86,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/tractor_23.jpg,Vehicles,tractor,1.0,2.0,2,256.135040283,256.1350402832031,0.0,253.205108643,253.20510864257812,0.0,2.5,2.5,6.0,6.0,2,1.0,1.0,0.0,'2',0.750290572643,0.75029057264328,0.0,'V_nV',0.0,0.0,0.0,'3',0.480301231146,0.48030123114585876,0.0,257.6456604,257.6456604003906,0.0,18.0
Living_Things,45,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/ladybird_12.jpg,Insects,ladybird,1.0,1.0,1,40.0161361694,40.016136169433594,0.0,36.5961875916,36.596187591552734,0.0,3.0,3.0,6.5,6.5,'1.0',0.0,0.0,0.0,'2',0.540299534798,0.5402995347976685,0.0,'V_nV',1.0,1.0,0.0,'1',0.230304032564,0.2303040325641632,0.0,41.5266914368,41.52669143676758,0.0,2.0
Nonliving_Things,92,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/violin_26.jpg,Musical_Inst,violin,1.0,1.0,1,331.674743652,331.67474365234375,0.0,329.734802246,329.73480224609375,0.0,1.5,1.5,7.0,7.0,1,0.0,0.0,0.0,'2',0.700375080109,0.7003750801086426,0.0,'nV_V',1.0,1.0,0.0,'1',0.140305161476,0.14030516147613525,0.0,333.185302734,333.185302734375,0.0,24.0
