"","Da","metaDa","SdRatio","Criteria","logLikelihood","sub"
"1",1.26526575264329,2.51023669553743,0.94808981962824,-1.61316956970929,-1627.26447467139,"sub-01"
"2",1.26526575264329,2.51023669553743,0.94808981962824,-0.922952514096517,-1627.26447467139,"sub-01"
"3",1.26526575264329,2.51023669553743,0.94808981962824,0.0259855020245776,-1627.26447467139,"sub-01"
"4",1.26526575264329,2.51023669553743,0.94808981962824,0.976231942847256,-1627.26447467139,"sub-01"
"5",1.26526575264329,2.51023669553743,0.94808981962824,1.76554377540625,-1627.26447467139,"sub-01"
"6",1.30312236031441,1.55423736786125,1.19020954550029,-1.56733671380985,-1686.97306903708,"sub-02"
"7",1.30312236031441,1.55423736786125,1.19020954550029,-1.01397557713962,-1686.97306903708,"sub-02"
"8",1.30312236031441,1.55423736786125,1.19020954550029,-0.514921562256398,-1686.97306903708,"sub-02"
"9",1.30312236031441,1.55423736786125,1.19020954550029,0.375459884133403,-1686.97306903708,"sub-02"
"10",1.30312236031441,1.55423736786125,1.19020954550029,0.959236063807589,-1686.97306903708,"sub-02"
"11",1.02254198182506,1.52362426661484,1.01174255881609,-1.53776417512735,-1591.89080749643,"sub-03"
"12",1.02254198182506,1.52362426661484,1.01174255881609,-0.463736271328183,-1591.89080749643,"sub-03"
"13",1.02254198182506,1.52362426661484,1.01174255881609,0.173054291259244,-1591.89080749643,"sub-03"
"14",1.02254198182506,1.52362426661484,1.01174255881609,0.63963571934305,-1591.89080749643,"sub-03"
"15",1.02254198182506,1.52362426661484,1.01174255881609,1.61449635666237,-1591.89080749643,"sub-03"
"16",1.18100960896713,1.83338345245622,1.07777845889298,-1.54548800527606,-1662.60183363415,"sub-04"
"17",1.18100960896713,1.83338345245622,1.07777845889298,-0.792433431907192,-1662.60183363415,"sub-04"
"18",1.18100960896713,1.83338345245622,1.07777845889298,-0.147319577471478,-1662.60183363415,"sub-04"
"19",1.18100960896713,1.83338345245622,1.07777845889298,0.709736621518176,-1662.60183363415,"sub-04"
"20",1.18100960896713,1.83338345245622,1.07777845889298,1.42666583278167,-1662.60183363415,"sub-04"
"21",1.52036458950086,2.59476701727842,1.16694907647076,-1.96439651806878,-1298.39893448748,"sub-05"
"22",1.52036458950086,2.59476701727842,1.16694907647076,-1.2158734800699,-1298.39893448748,"sub-05"
"23",1.52036458950086,2.59476701727842,1.16694907647076,-0.320278639863323,-1298.39893448748,"sub-05"
"24",1.52036458950086,2.59476701727842,1.16694907647076,0.42790551881429,-1298.39893448748,"sub-05"
"25",1.52036458950086,2.59476701727842,1.16694907647076,1.51479531581716,-1298.39893448748,"sub-05"
"26",1.23075692900563,1.70255650027082,1.02504002064823,-1.34172263155316,-1661.90155596527,"sub-06"
"27",1.23075692900563,1.70255650027082,1.02504002064823,-0.941942570641409,-1661.90155596527,"sub-06"
"28",1.23075692900563,1.70255650027082,1.02504002064823,-0.404939318613378,-1661.90155596527,"sub-06"
"29",1.23075692900563,1.70255650027082,1.02504002064823,0.634860574812739,-1661.90155596527,"sub-06"
"30",1.23075692900563,1.70255650027082,1.02504002064823,1.17804942455354,-1661.90155596527,"sub-06"
"31",1.23965661172264,1.35834762599638,0.953401033918813,-1.45287992555829,-1659.6077844131,"sub-07"
"32",1.23965661172264,1.35834762599638,0.953401033918813,-0.534876344117998,-1659.6077844131,"sub-07"
"33",1.23965661172264,1.35834762599638,0.953401033918813,0.393225916153909,-1659.6077844131,"sub-07"
"34",1.23965661172264,1.35834762599638,0.953401033918813,0.88635598521858,-1659.6077844131,"sub-07"
"35",1.23965661172264,1.35834762599638,0.953401033918813,1.74467488752836,-1659.6077844131,"sub-07"
