sub,n,ROI,region,conscious_state_source,conscious_state_target,ROC AUC,Effect size,Confidence interval,p value,Corrected p value,x_order
sub-05,1978,Inferior parietal lobe,Visual,conscious,conscious,0.78 $\pm$ 0.21,1.332167254933452,"[0.771,0.790]",9.99990000099999e-06,0.001079989200107999,8
sub-05,2304,Pericalcarine cortex,Visual,conscious,unconscious,0.52 $\pm$ 0.20,0.12214568372443721,"[0.516,0.532]",9.99990000099999e-06,0.001079989200107999,0
sub-05,2304,Lingual,Visual,conscious,unconscious,0.57 $\pm$ 0.18,0.37741527339523845,"[0.559,0.574]",9.99990000099999e-06,0.001079989200107999,1
sub-05,2304,Lateral occipital cortex,Visual,conscious,unconscious,0.53 $\pm$ 0.19,0.13594590597115258,"[0.518,0.533]",9.99990000099999e-06,0.001079989200107999,2
sub-05,2304,Fusiform gyrus,Visual,conscious,unconscious,0.57 $\pm$ 0.17,0.3906971049452399,"[0.559,0.573]",9.99990000099999e-06,0.001079989200107999,3
sub-05,2304,Inferior temporal lobe,Visual,conscious,unconscious,0.55 $\pm$ 0.18,0.2577860942967342,"[0.540,0.555]",9.99990000099999e-06,0.001079989200107999,4
sub-05,2304,Parahippocampal gyrus,Visual,conscious,unconscious,0.55 $\pm$ 0.18,0.2996808452269793,"[0.547,0.562]",9.99990000099999e-06,0.001079989200107999,5
sub-05,2304,Precuneus,Visual,conscious,unconscious,0.52 $\pm$ 0.17,0.12095291393803675,"[0.513,0.527]",9.99990000099999e-06,0.001079989200107999,6
sub-05,2304,Inferior parietal lobe,Visual,conscious,unconscious,0.54 $\pm$ 0.17,0.21215188399451462,"[0.529,0.543]",9.99990000099999e-06,0.001079989200107999,8
sub-05,2304,Pericalcarine cortex,Visual,unconscious,unconscious,0.56 $\pm$ 0.15,0.3631006466014329,"[0.550,0.562]",9.99990000099999e-06,0.001079989200107999,0
sub-05,2304,Lingual,Visual,unconscious,unconscious,0.56 $\pm$ 0.19,0.32121738151777784,"[0.554,0.570]",9.99990000099999e-06,0.001079989200107999,1
sub-05,2304,Lateral occipital cortex,Visual,unconscious,unconscious,0.52 $\pm$ 0.18,0.08369450069185418,"[0.508,0.523]",1.999980000199998e-05,0.002159978400215998,2
sub-05,2304,Fusiform gyrus,Visual,unconscious,unconscious,0.52 $\pm$ 0.18,0.12242207416653593,"[0.515,0.530]",9.99990000099999e-06,0.001079989200107999,3
sub-05,2304,Inferior temporal lobe,Visual,unconscious,unconscious,0.48 $\pm$ 0.18,-0.08837300575324512,"[0.476,0.491]",0.999980000199998,1.0,4
sub-05,2304,Parahippocampal gyrus,Visual,unconscious,unconscious,0.53 $\pm$ 0.16,0.20556854436413988,"[0.527,0.540]",9.99990000099999e-06,0.001079989200107999,5
sub-05,2304,Precuneus,Visual,unconscious,unconscious,0.51 $\pm$ 0.17,0.05468163574975432,"[0.502,0.517]",0.0040599594004059,0.43847561524383727,6
sub-05,2304,Inferior parietal lobe,Visual,unconscious,unconscious,0.55 $\pm$ 0.20,0.23997587984002594,"[0.539,0.555]",9.99990000099999e-06,0.001079989200107999,8
sub-05,1978,Superior parietal gyrus,Working Memory,conscious,conscious,0.69 $\pm$ 0.21,0.8821706046652628,"[0.679,0.697]",9.99990000099999e-06,0.001079989200107999,7
sub-05,1978,Superior frontal gyrus,Working Memory,conscious,conscious,0.52 $\pm$ 0.21,0.08821625370602187,"[0.509,0.528]",3.999960000399996e-05,0.004319956800431996,9
sub-05,1978,Middle fontal gyrus,Working Memory,conscious,conscious,0.59 $\pm$ 0.25,0.3561952752608794,"[0.579,0.601]",9.99990000099999e-06,0.001079989200107999,10
sub-05,1978,Inferior frontal gyrus,Working Memory,conscious,conscious,0.70 $\pm$ 0.22,0.9051369206565912,"[0.693,0.712]",9.99990000099999e-06,0.001079989200107999,11
sub-05,2304,Superior parietal gyrus,Working Memory,conscious,unconscious,0.52 $\pm$ 0.19,0.1288169548323581,"[0.517,0.533]",9.99990000099999e-06,0.001079989200107999,7
sub-05,2304,Superior frontal gyrus,Working Memory,conscious,unconscious,0.55 $\pm$ 0.19,0.2535458068925432,"[0.539,0.555]",9.99990000099999e-06,0.001079989200107999,9
sub-05,2304,Middle fontal gyrus,Working Memory,conscious,unconscious,0.54 $\pm$ 0.18,0.2539464176057626,"[0.538,0.552]",9.99990000099999e-06,0.001079989200107999,10
sub-05,2304,Inferior frontal gyrus,Working Memory,conscious,unconscious,0.55 $\pm$ 0.16,0.3357140400879562,"[0.547,0.560]",9.99990000099999e-06,0.001079989200107999,11
sub-05,2304,Superior parietal gyrus,Working Memory,unconscious,unconscious,0.51 $\pm$ 0.20,0.06935067848238599,"[0.506,0.522]",0.0003699963000369,0.0399596004039852,7
sub-05,2304,Superior frontal gyrus,Working Memory,unconscious,unconscious,0.56 $\pm$ 0.17,0.3849207045212003,"[0.558,0.571]",9.99990000099999e-06,0.001079989200107999,9
sub-05,2304,Middle fontal gyrus,Working Memory,unconscious,unconscious,0.52 $\pm$ 0.19,0.09620395450662006,"[0.511,0.527]",9.99990000099999e-06,0.001079989200107999,10
sub-05,2304,Inferior frontal gyrus,Working Memory,unconscious,unconscious,0.53 $\pm$ 0.18,0.18917019161922233,"[0.526,0.541]",9.99990000099999e-06,0.001079989200107999,11
sub-06,2256,Pericalcarine cortex,Visual,conscious,conscious,0.54 $\pm$ 0.19,0.21012631867783085,"[0.532,0.547]",9.99990000099999e-06,0.001079989200107999,0
sub-06,2256,Lingual,Visual,conscious,conscious,0.57 $\pm$ 0.18,0.3967945374220307,"[0.564,0.579]",9.99990000099999e-06,0.001079989200107999,1
sub-06,2256,Lateral occipital cortex,Visual,conscious,conscious,0.68 $\pm$ 0.21,0.8839908760881235,"[0.673,0.690]",9.99990000099999e-06,0.001079989200107999,2
sub-06,2256,Fusiform gyrus,Visual,conscious,conscious,0.65 $\pm$ 0.20,0.7456937626134386,"[0.641,0.657]",9.99990000099999e-06,0.001079989200107999,3
sub-06,2256,Inferior temporal lobe,Visual,conscious,conscious,0.58 $\pm$ 0.20,0.3745161036615432,"[0.568,0.585]",9.99990000099999e-06,0.001079989200107999,4
sub-06,2256,Parahippocampal gyrus,Visual,conscious,conscious,0.55 $\pm$ 0.18,0.27839194263771344,"[0.544,0.559]",9.99990000099999e-06,0.001079989200107999,5
sub-06,2256,Precuneus,Visual,conscious,conscious,0.53 $\pm$ 0.20,0.1503330450987007,"[0.521,0.538]",9.99990000099999e-06,0.001079989200107999,6
sub-06,2256,Inferior parietal lobe,Visual,conscious,conscious,0.61 $\pm$ 0.21,0.519265246905929,"[0.601,0.618]",9.99990000099999e-06,0.001079989200107999,8
sub-06,2304,Pericalcarine cortex,Visual,conscious,unconscious,0.56 $\pm$ 0.16,0.39725222421970674,"[0.557,0.570]",9.99990000099999e-06,0.001079989200107999,0
sub-06,2304,Lingual,Visual,conscious,unconscious,0.55 $\pm$ 0.18,0.3022642129672208,"[0.546,0.560]",9.99990000099999e-06,0.001079989200107999,1
sub-06,2304,Lateral occipital cortex,Visual,conscious,unconscious,0.60 $\pm$ 0.16,0.6367743709862514,"[0.593,0.606]",9.99990000099999e-06,0.001079989200107999,2
sub-06,2304,Fusiform gyrus,Visual,conscious,unconscious,0.56 $\pm$ 0.17,0.3461084517270545,"[0.551,0.564]",9.99990000099999e-06,0.001079989200107999,3
sub-06,2304,Inferior temporal lobe,Visual,conscious,unconscious,0.58 $\pm$ 0.16,0.5410869224856054,"[0.578,0.590]",9.99990000099999e-06,0.001079989200107999,4
sub-06,2304,Parahippocampal gyrus,Visual,conscious,unconscious,0.55 $\pm$ 0.16,0.3011545905542013,"[0.542,0.556]",9.99990000099999e-06,0.001079989200107999,5
sub-06,2304,Precuneus,Visual,conscious,unconscious,0.55 $\pm$ 0.17,0.2872871347620308,"[0.542,0.556]",9.99990000099999e-06,0.001079989200107999,6
sub-06,2304,Inferior parietal lobe,Visual,conscious,unconscious,0.57 $\pm$ 0.16,0.41950323551532465,"[0.561,0.575]",9.99990000099999e-06,0.001079989200107999,8
sub-06,2304,Pericalcarine cortex,Visual,unconscious,unconscious,0.46 $\pm$ 0.16,-0.22368261252287194,"[0.458,0.471]",1.0,1.0,0
sub-06,2304,Lingual,Visual,unconscious,unconscious,0.50 $\pm$ 0.15,0.021621918834605954,"[0.497,0.509]",0.1503984960150398,1.0,1
sub-06,2304,Lateral occipital cortex,Visual,unconscious,unconscious,0.48 $\pm$ 0.17,-0.1250482039302898,"[0.472,0.486]",1.0,1.0,2
sub-06,2304,Fusiform gyrus,Visual,unconscious,unconscious,0.54 $\pm$ 0.15,0.2508593103812684,"[0.532,0.544]",9.99990000099999e-06,0.001079989200107999,3
sub-06,2304,Inferior temporal lobe,Visual,unconscious,unconscious,0.51 $\pm$ 0.17,0.08157955059426632,"[0.507,0.521]",2.999970000299997e-05,0.003239967600323997,4
sub-06,2304,Parahippocampal gyrus,Visual,unconscious,unconscious,0.51 $\pm$ 0.16,0.05528208568632031,"[0.502,0.515]",0.0041399586004139,0.4471155288447012,5
sub-06,2304,Precuneus,Visual,unconscious,unconscious,0.51 $\pm$ 0.16,0.05610876026311585,"[0.502,0.516]",0.0034599654003459,0.3736762632373572,6
sub-06,2304,Inferior parietal lobe,Visual,unconscious,unconscious,0.52 $\pm$ 0.15,0.15437919047507598,"[0.517,0.529]",9.99990000099999e-06,0.001079989200107999,8
sub-06,2256,Superior parietal gyrus,Working Memory,conscious,conscious,0.62 $\pm$ 0.20,0.6025486342430365,"[0.614,0.631]",9.99990000099999e-06,0.001079989200107999,7
sub-06,2256,Superior frontal gyrus,Working Memory,conscious,conscious,0.54 $\pm$ 0.21,0.1663680110245716,"[0.527,0.544]",9.99990000099999e-06,0.001079989200107999,9
sub-06,2256,Middle fontal gyrus,Working Memory,conscious,conscious,0.64 $\pm$ 0.21,0.6654685562262073,"[0.629,0.646]",9.99990000099999e-06,0.001079989200107999,10
sub-06,2256,Inferior frontal gyrus,Working Memory,conscious,conscious,0.58 $\pm$ 0.19,0.4001064028520972,"[0.570,0.586]",9.99990000099999e-06,0.001079989200107999,11
sub-06,2304,Superior parietal gyrus,Working Memory,conscious,unconscious,0.55 $\pm$ 0.17,0.2931144001678196,"[0.543,0.557]",9.99990000099999e-06,0.001079989200107999,7
sub-06,2304,Superior frontal gyrus,Working Memory,conscious,unconscious,0.55 $\pm$ 0.15,0.33279273157286915,"[0.545,0.557]",9.99990000099999e-06,0.001079989200107999,9
sub-06,2304,Middle fontal gyrus,Working Memory,conscious,unconscious,0.55 $\pm$ 0.17,0.2917325633386681,"[0.542,0.555]",9.99990000099999e-06,0.001079989200107999,10
sub-06,2304,Inferior frontal gyrus,Working Memory,conscious,unconscious,0.55 $\pm$ 0.14,0.3545384876135441,"[0.544,0.556]",9.99990000099999e-06,0.001079989200107999,11
sub-06,2304,Superior parietal gyrus,Working Memory,unconscious,unconscious,0.52 $\pm$ 0.16,0.11658721041902416,"[0.512,0.526]",9.99990000099999e-06,0.001079989200107999,7
sub-06,2304,Superior frontal gyrus,Working Memory,unconscious,unconscious,0.54 $\pm$ 0.14,0.2542189506290611,"[0.531,0.543]",9.99990000099999e-06,0.001079989200107999,9
sub-06,2304,Middle fontal gyrus,Working Memory,unconscious,unconscious,0.52 $\pm$ 0.17,0.14189573624360047,"[0.517,0.531]",9.99990000099999e-06,0.001079989200107999,10
sub-06,2304,Inferior frontal gyrus,Working Memory,unconscious,unconscious,0.50 $\pm$ 0.17,0.02005579071216118,"[0.496,0.511]",0.1652383476165238,1.0,11
sub-07,1470,Pericalcarine cortex,Visual,conscious,conscious,0.59 $\pm$ 0.27,0.34888716571294454,"[0.581,0.609]",9.99990000099999e-06,0.001079989200107999,0
sub-07,1470,Lingual,Visual,conscious,conscious,0.64 $\pm$ 0.28,0.4926235853526342,"[0.624,0.653]",9.99990000099999e-06,0.001079989200107999,1
sub-07,1470,Lateral occipital cortex,Visual,conscious,conscious,0.74 $\pm$ 0.25,0.9542175043787664,"[0.724,0.749]",9.99990000099999e-06,0.001079989200107999,2
sub-07,1470,Fusiform gyrus,Visual,conscious,conscious,0.77 $\pm$ 0.25,1.0678990680932656,"[0.759,0.785]",9.99990000099999e-06,0.001079989200107999,3
sub-07,1470,Inferior temporal lobe,Visual,conscious,conscious,0.67 $\pm$ 0.27,0.6185888825292316,"[0.653,0.680]",9.99990000099999e-06,0.001079989200107999,4
sub-07,1470,Parahippocampal gyrus,Visual,conscious,conscious,0.69 $\pm$ 0.27,0.6844895102098055,"[0.672,0.700]",9.99990000099999e-06,0.001079989200107999,5
sub-07,1470,Precuneus,Visual,conscious,conscious,0.52 $\pm$ 0.28,0.08723537077735405,"[0.510,0.539]",0.0003399966000339,0.0367196328036612,6
sub-07,1470,Inferior parietal lobe,Visual,conscious,conscious,0.72 $\pm$ 0.22,1.0020488911998335,"[0.713,0.736]",9.99990000099999e-06,0.001079989200107999,8
sub-07,2304,Pericalcarine cortex,Visual,conscious,unconscious,0.49 $\pm$ 0.20,-0.035876302821739856,"[0.485,0.501]",0.957770422295777,1.0,0
sub-07,2304,Lingual,Visual,conscious,unconscious,0.56 $\pm$ 0.19,0.29968293392798456,"[0.549,0.565]",9.99990000099999e-06,0.001079989200107999,1
sub-07,2304,Lateral occipital cortex,Visual,conscious,unconscious,0.55 $\pm$ 0.19,0.2504141786750387,"[0.540,0.556]",9.99990000099999e-06,0.001079989200107999,2
sub-07,2304,Fusiform gyrus,Visual,conscious,unconscious,0.59 $\pm$ 0.19,0.46827640936271153,"[0.581,0.597]",9.99990000099999e-06,0.001079989200107999,3
sub-07,2304,Inferior temporal lobe,Visual,conscious,unconscious,0.51 $\pm$ 0.20,0.06795038974682759,"[0.505,0.522]",0.0006399936000639,0.0691193088069012,4
sub-07,2304,Parahippocampal gyrus,Visual,conscious,unconscious,0.51 $\pm$ 0.19,0.05450221794535296,"[0.503,0.518]",0.0044499555004449,0.48059519404804923,5
sub-07,2304,Precuneus,Visual,conscious,unconscious,0.53 $\pm$ 0.19,0.1819729678891086,"[0.527,0.543]",9.99990000099999e-06,0.001079989200107999,6
sub-07,2304,Inferior parietal lobe,Visual,conscious,unconscious,0.55 $\pm$ 0.21,0.21929367967740732,"[0.538,0.555]",9.99990000099999e-06,0.001079989200107999,8
sub-07,2304,Pericalcarine cortex,Visual,unconscious,unconscious,0.50 $\pm$ 0.20,0.0010727823599615228,"[0.492,0.509]",0.4790752092479075,1.0,0
sub-07,2304,Lingual,Visual,unconscious,unconscious,0.50 $\pm$ 0.19,0.020371198646409183,"[0.496,0.512]",0.1597984020159798,1.0,1
sub-07,2304,Lateral occipital cortex,Visual,unconscious,unconscious,0.49 $\pm$ 0.20,-0.03612146455191962,"[0.485,0.501]",0.957320426795732,1.0,2
sub-07,2304,Fusiform gyrus,Visual,unconscious,unconscious,0.50 $\pm$ 0.18,-0.020222210189625233,"[0.489,0.504]",0.8361016389836101,1.0,3
sub-07,2304,Inferior temporal lobe,Visual,unconscious,unconscious,0.52 $\pm$ 0.19,0.12892961535883196,"[0.517,0.532]",9.99990000099999e-06,0.001079989200107999,4
sub-07,2304,Parahippocampal gyrus,Visual,unconscious,unconscious,0.53 $\pm$ 0.18,0.1437757292113109,"[0.518,0.532]",9.99990000099999e-06,0.001079989200107999,5
sub-07,2304,Precuneus,Visual,unconscious,unconscious,0.49 $\pm$ 0.19,-0.0631253382092585,"[0.480,0.496]",0.998760012399876,1.0,6
sub-07,2304,Inferior parietal lobe,Visual,unconscious,unconscious,0.51 $\pm$ 0.18,0.04091000053305448,"[0.500,0.515]",0.0252397476025239,1.0,8
sub-07,1470,Superior parietal gyrus,Working Memory,conscious,conscious,0.61 $\pm$ 0.26,0.4409336803785016,"[0.600,0.626]",9.99990000099999e-06,0.001079989200107999,7
sub-07,1470,Superior frontal gyrus,Working Memory,conscious,conscious,0.61 $\pm$ 0.28,0.3926246308163747,"[0.595,0.624]",9.99990000099999e-06,0.001079989200107999,9
sub-07,1470,Middle fontal gyrus,Working Memory,conscious,conscious,0.44 $\pm$ 0.27,-0.2077632528584196,"[0.431,0.458]",1.0,1.0,10
sub-07,1470,Inferior frontal gyrus,Working Memory,conscious,conscious,0.54 $\pm$ 0.29,0.15456437720556152,"[0.530,0.559]",9.99990000099999e-06,0.001079989200107999,11
sub-07,2304,Superior parietal gyrus,Working Memory,conscious,unconscious,0.51 $\pm$ 0.21,0.03322807535203219,"[0.498,0.515]",0.0560894391056089,1.0,7
sub-07,2304,Superior frontal gyrus,Working Memory,conscious,unconscious,0.53 $\pm$ 0.21,0.15964583172092292,"[0.525,0.541]",9.99990000099999e-06,0.001079989200107999,9
sub-07,2304,Middle fontal gyrus,Working Memory,conscious,unconscious,0.57 $\pm$ 0.21,0.30437654586134966,"[0.556,0.574]",9.99990000099999e-06,0.001079989200107999,10
sub-07,2304,Inferior frontal gyrus,Working Memory,conscious,unconscious,0.58 $\pm$ 0.19,0.41446668733557407,"[0.572,0.587]",9.99990000099999e-06,0.001079989200107999,11
sub-07,2304,Superior parietal gyrus,Working Memory,unconscious,unconscious,0.52 $\pm$ 0.19,0.08366705325270102,"[0.508,0.524]",2.999970000299997e-05,0.003239967600323997,7
sub-07,2304,Superior frontal gyrus,Working Memory,unconscious,unconscious,0.49 $\pm$ 0.18,-0.07227085494846212,"[0.480,0.494]",0.999670003299967,1.0,9
sub-07,2304,Middle fontal gyrus,Working Memory,unconscious,unconscious,0.52 $\pm$ 0.19,0.10385212791993154,"[0.512,0.528]",9.99990000099999e-06,0.001079989200107999,10
sub-07,2304,Inferior frontal gyrus,Working Memory,unconscious,unconscious,0.54 $\pm$ 0.19,0.1901888664381922,"[0.529,0.544]",9.99990000099999e-06,0.001079989200107999,11
