,pval,sub,accuracy,chance_mean,chance_std,visibility,pp1,pp2,frame_mean,frame_std,RT_mean,RT_std
0,0.43383566164338355,sub-01,0.5062027369472339,0.49908849721358245,0.00012178333639450581,1.0,0.489769820971867,0.510230179028133,1.8772378516624042,1.0561080614900322,0.40946225635231,0.1955572574049645
1,9.99990000099999e-06,sub-01,0.9175769376899696,0.49883464681143974,0.00016032911942952347,2.0,0.4923747276688453,0.5076252723311547,2.9956427015250546,1.1163191200478575,0.41150427410026,0.20149955755486298
2,9.99990000099999e-06,sub-01,0.9968619246861925,0.4975616016579215,0.00015975750197067792,3.0,0.5408560311284046,0.4591439688715953,4.13035019455253,1.3539584112184913,0.40362054396580166,0.18178642624480124
3,0.03018969810301897,sub-02,0.5753490754860846,0.49829489157586737,0.00013691525896477577,1.0,0.5563380281690141,0.44366197183098594,2.128169014084507,1.2533541588436115,0.47866134742802846,0.2500541255321898
4,9.99990000099999e-06,sub-02,0.8353315094946894,0.49780417148864176,0.00016356410921269357,2.0,0.53276955602537,0.46723044397463004,3.1966173361522197,1.479039305747045,0.5417788315278401,0.2917127929941992
5,9.99990000099999e-06,sub-02,0.9641797808354617,0.5009374128710198,0.0001511815716683049,3.0,0.44129554655870445,0.5587044534412956,4.174089068825911,1.7581667969774284,0.4246244977248021,0.25244279784886214
6,0.23440765592344076,sub-03,0.5331945149041906,0.4978959544699762,0.00015078351175086543,1.0,0.5404929577464789,0.4595070422535211,1.647887323943662,0.9111761714800933,0.40925571039765024,0.26030875405067244
7,9.99990000099999e-06,sub-03,0.7726016815710508,0.4987953102272035,0.0001279660778789171,2.0,0.5115646258503401,0.4884353741496599,2.421768707482993,1.3417684039748186,0.40254233410315854,0.24980464044152254
8,9.99990000099999e-06,sub-03,0.9835028382213813,0.496880630029661,0.00019956400598904314,3.0,0.5203761755485894,0.47962382445141066,3.6739811912225706,1.3623854746232475,0.35640683093000214,0.1988088567437158
9,0.16484835151648483,sub-04,0.5376140568942626,0.4995817637140117,0.0001230166245676487,1.0,0.47941567065073043,0.5205843293492696,3.4727755644090306,1.8913698946654318,0.5053221231665348,0.2320759668476373
10,9.99990000099999e-06,sub-04,0.8504220456802384,0.4984403026486868,0.00015198720833593452,2.0,0.5178907721280602,0.4821092278719397,5.0790960451977405,1.8516943765701854,0.5342959934080865,0.29586050428897503
11,9.99990000099999e-06,sub-04,0.9834335950202072,0.4982547986472803,0.00016914717408946856,3.0,0.4963855421686747,0.5036144578313253,5.891566265060241,2.0792262705543036,0.47452997141573805,0.261140992837286
12,0.6461635383646164,sub-05,0.47555697418670323,0.49451193156543544,0.00021195320127320264,1.0,0.7890743550834598,0.2109256449165402,3.4916540212443095,1.6566892488480225,0.42117701814961633,0.30304535538105243
13,9.99990000099999e-06,sub-05,0.9558347713546161,0.4987748955216021,0.00015811960771758797,2.0,0.4894067796610169,0.510593220338983,5.154661016949152,1.8119832669389533,0.32449366918555855,0.19125972016822052
14,9.99990000099999e-06,sub-05,0.9956655750337121,0.49734980343531954,0.0001870527012339692,3.0,0.509915014164306,0.49008498583569404,5.906515580736544,1.8267100833221406,0.32686736161254015,0.18257732030523968
15,0.02091979080209198,sub-06,0.5795383099105348,0.5010700045088443,0.00012226753761006707,1.0,0.44385026737967914,0.5561497326203209,2.270053475935829,1.3977872112912664,0.5475490651950041,0.29497141399187765
16,9.99990000099999e-06,sub-06,0.8376150985715972,0.4984694934580241,0.00017900555023491862,2.0,0.4905149051490515,0.5094850948509485,3.5799457994579944,1.542436392258226,0.7073785935839018,0.3250757526434616
17,9.99990000099999e-06,sub-06,0.9604267554479419,0.49794335344667123,0.00014828585992801766,3.0,0.5304347826086957,0.46956521739130436,4.318260869565218,1.783381380787176,0.5801988963831378,0.29178715369845504
18,0.0003599964000359996,sub-07,0.631351689612015,0.49838877732296794,0.0001351324569195728,1.0,0.5201793721973094,0.4798206278026906,2.8475336322869955,1.6386806235775782,0.4186898011149371,0.21130147351231807
19,9.99990000099999e-06,sub-07,0.8445428985677619,0.5009467862929285,0.00013245118133205336,2.0,0.4507042253521127,0.5492957746478874,4.118935837245696,1.7598197003471057,0.4001530300977411,0.20055599409504307
20,9.99990000099999e-06,sub-07,0.9686245156745332,0.4979784706466162,0.00018827478950546637,3.0,0.49258160237388726,0.5074183976261127,5.0474777448071215,2.0391133495889986,0.4339287060033806,0.19823349831230871
