Unnamed: 0,pval,sub,accuracy,chance_mean,chance_std,visibility,pp1,pp2,frame_mean,frame_std,RT_mean,RT_std,p_corrected,Behavioral
18,0.0003599964000359996,sub-07,0.631351689612015,0.498388777322968,0.0001351324569195728,Unconscious,0.5201793721973094,0.4798206278026906,2.8475336322869955,1.6386806235775782,0.4186898011149371,0.21130147351231807,0.001079989200107999,Above Chance
15,0.02091979080209198,sub-06,0.5795383099105348,0.5010700045088443,0.0001222675376100671,Unconscious,0.4438502673796792,0.5561497326203209,2.270053475935829,1.3977872112912664,0.5475490651950041,0.29497141399187765,0.06275937240627594,Above Chance
3,0.03018969810301897,sub-05,0.5753490754860846,0.4982948915758674,0.00013691525896477577,Unconscious,0.5563380281690141,0.4436619718309859,2.128169014084507,1.2533541588436117,0.4786613474280285,0.2500541255321898,0.09056909430905691,Above Chance
12,0.6461635383646164,sub-04,0.4755569741867032,0.4945119315654354,0.00021195320127320264,Unconscious,0.7890743550834598,0.2109256449165402,3.491654021244309,1.6566892488480225,0.4211770181496163,0.30304535538105243,1.0,At Chance
9,0.16484835151648486,sub-03,0.5376140568942626,0.4995817637140117,0.0001230166245676487,Unconscious,0.4794156706507304,0.5205843293492696,3.4727755644090306,1.891369894665432,0.5053221231665348,0.2320759668476373,0.4945450545494546,At Chance
6,0.2344076559234408,sub-02,0.5331945149041906,0.4978959544699762,0.00015078351175086543,Unconscious,0.5404929577464789,0.4595070422535211,1.6478873239436618,0.9111761714800932,0.40925571039765024,0.26030875405067244,0.7032229677703223,At Chance
0,0.4338356616433836,sub-01,0.5062027369472339,0.4990884972135825,0.00012178333639450581,Unconscious,0.489769820971867,0.5102301790281331,1.877237851662404,1.0561080614900322,0.40946225635231004,0.1955572574049645,1.0,At Chance
19,9.999900000999989e-06,sub-07,0.8445428985677619,0.5009467862929285,0.00013245118133205336,Glimpse,0.4507042253521127,0.5492957746478874,4.118935837245696,1.7598197003471057,0.4001530300977411,0.20055599409504307,2.9999700002999967e-05,Above Chance
16,9.999900000999989e-06,sub-06,0.8376150985715972,0.4984694934580241,0.00017900555023491862,Glimpse,0.4905149051490515,0.5094850948509485,3.5799457994579944,1.542436392258226,0.7073785935839018,0.3250757526434616,2.9999700002999967e-05,Above Chance
4,9.999900000999989e-06,sub-05,0.8353315094946894,0.4978041714886418,0.00016356410921269354,Glimpse,0.53276955602537,0.4672304439746301,3.19661733615222,1.479039305747045,0.5417788315278401,0.2917127929941992,2.9999700002999967e-05,Above Chance
13,9.999900000999989e-06,sub-04,0.955834771354616,0.4987748955216021,0.00015811960771758797,Glimpse,0.4894067796610169,0.5105932203389829,5.154661016949152,1.8119832669389533,0.3244936691855585,0.1912597201682205,2.9999700002999967e-05,Above Chance
10,9.999900000999989e-06,sub-03,0.8504220456802384,0.4984403026486868,0.00015198720833593452,Glimpse,0.5178907721280602,0.4821092278719397,5.0790960451977405,1.8516943765701852,0.5342959934080865,0.29586050428897503,2.9999700002999967e-05,Above Chance
7,9.999900000999989e-06,sub-02,0.7726016815710508,0.4987953102272035,0.0001279660778789171,Glimpse,0.5115646258503401,0.4884353741496599,2.421768707482993,1.3417684039748186,0.40254233410315854,0.2498046404415225,2.9999700002999967e-05,Above Chance
1,9.999900000999989e-06,sub-01,0.9175769376899696,0.4988346468114397,0.0001603291194295235,Glimpse,0.4923747276688453,0.5076252723311547,2.995642701525054,1.1163191200478575,0.41150427410025997,0.20149955755486296,2.9999700002999967e-05,Above Chance
20,9.999900000999989e-06,sub-07,0.9686245156745332,0.4979784706466162,0.0001882747895054664,Conscious,0.4925816023738873,0.5074183976261127,5.0474777448071215,2.0391133495889986,0.4339287060033806,0.19823349831230871,2.9999700002999967e-05,Above Chance
17,9.999900000999989e-06,sub-06,0.960426755447942,0.4979433534466712,0.00014828585992801766,Conscious,0.5304347826086957,0.4695652173913044,4.3182608695652185,1.783381380787176,0.5801988963831378,0.29178715369845504,2.9999700002999967e-05,Above Chance
5,9.999900000999989e-06,sub-05,0.9641797808354616,0.5009374128710198,0.0001511815716683049,Conscious,0.4412955465587045,0.5587044534412956,4.174089068825912,1.7581667969774284,0.4246244977248021,0.2524427978488621,2.9999700002999967e-05,Above Chance
14,9.999900000999989e-06,sub-04,0.995665575033712,0.4973498034353195,0.0001870527012339692,Conscious,0.509915014164306,0.4900849858356941,5.906515580736544,1.8267100833221408,0.3268673616125401,0.18257732030523968,2.9999700002999967e-05,Above Chance
11,9.999900000999989e-06,sub-03,0.9834335950202072,0.4982547986472803,0.00016914717408946856,Conscious,0.4963855421686747,0.5036144578313253,5.891566265060241,2.079226270554304,0.4745299714157381,0.261140992837286,2.9999700002999967e-05,Above Chance
8,9.999900000999989e-06,sub-02,0.9835028382213812,0.496880630029661,0.00019956400598904317,Conscious,0.5203761755485894,0.4796238244514106,3.6739811912225706,1.3623854746232475,0.3564068309300021,0.1988088567437158,2.9999700002999967e-05,Above Chance
2,9.999900000999989e-06,sub-01,0.9968619246861924,0.4975616016579215,0.00015975750197067792,Conscious,0.5408560311284046,0.4591439688715953,4.13035019455253,1.3539584112184913,0.4036205439658017,0.18178642624480126,2.9999700002999967e-05,Above Chance
