category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probe_Frames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_13.jpg,Furniture,lectern,1.0,1.0,1,385.5887146,385.5887145996094,0.0,383.638793945,383.6387939453125,0.0,1.5,1.5,6.0,6.0,1,1.0,1.0,0.0,'1',0.330251008272,0.330251008272171,0.0,'nV_V',1.0,1.0,0.0,'1',0.520254552364,0.5202545523643494,0.0,387.099273682,387.0992736816406,0.0,28.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_11.jpg,Animals,elephant,1.0,1.0,1,132.309127808,132.3091278076172,0.0,129.829193115,129.82919311523438,0.0,2.0,2.0,7.0,7.0,4,1.0,1.0,0.0,'1',0.570306837559,0.5703068375587463,0.0,'V_nV',0.0,0.0,0.0,'3',0.220304653049,0.22030465304851532,0.0,133.819656372,133.8196563720703,0.0,9.0
Living_Things,1,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_15.jpg,Animals,armadillo,1.0,1.0,1,278.168945312,278.1689453125,0.0,275.698944092,275.6989440917969,0.0,2.0,2.0,6.5,6.5,3,1.0,1.0,0.0,'1',0.550296247005,0.5502962470054626,0.0,'V_nV',0.0,0.0,0.0,'2',0.0802953466773,0.08029534667730331,0.0,279.679412842,279.6794128417969,0.0,20.0
Nonliving_Things,30,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_6.jpg,Kitchen_Uten,fondue,1.0,1.0,1,145.64906311,145.64906311035156,0.0,143.709121704,143.70912170410156,0.0,1.5,1.5,7.0,7.0,1,1.0,1.0,0.0,'1',0.640237808228,0.6402378082275391,0.0,'nV_V',0.0,0.0,0.0,'2',0.350296884775,0.35029688477516174,0.0,147.159606934,147.15960693359375,0.0,10.0
Nonliving_Things,36,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_8.jpg,Musical_Inst,guitar,1.0,1.0,1,40.7392234802,40.73922348022461,0.0,38.8092803955,38.80928039550781,0.0,1.5,1.5,6.0,6.0,'1.0',0.0,0.0,0.0,'2',0.730298042297,0.7302980422973633,0.0,'nV_V',1.0,1.0,0.0,'1',0.270314604044,0.27031460404396057,0.0,42.249786377,42.249786376953125,0.0,2.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_20.jpg,Insects,dragonfly,1.0,1.0,1,345.978790283,345.9787902832031,0.0,344.028808594,344.02880859375,0.0,1.5,1.5,6.5,6.5,1,1.0,1.0,0.0,'1',0.480299800634,0.48029980063438416,0.0,'V_nV',0.0,0.0,0.0,'2',0.30026909709,0.30026909708976746,0.0,347.489318848,347.48931884765625,0.0,25.0
Nonliving_Things,53,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_19.jpg,Buildings,mill,1.0,1.0,1,158.989044189,158.98904418945312,0.0,157.049102783,157.04910278320312,0.0,1.5,1.5,6.5,6.5,1,1.0,1.0,0.0,'1',0.46029689908,0.4602968990802765,0.0,'nV_V',1.0,1.0,0.0,'1',0.200297355652,0.20029735565185547,0.0,160.499603271,160.49960327148438,0.0,11.0
Nonliving_Things,37,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_25.jpg,Tools,hammer,1.0,2.0,2,264.788909912,264.7889099121094,0.0,262.818969727,262.8189697265625,0.0,1.5,1.5,6.5,6.5,2,0.0,0.0,0.0,'1',0.660336434841,0.660336434841156,0.0,'V_nV',1.0,1.0,0.0,'1',0.950333714485,0.9503337144851685,0.0,266.299438477,266.2994384765625,0.0,19.0
Living_Things,85,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_4.jpg,Birds,toucan,1.0,2.0,2,80.309173584,80.30917358398438,0.0,77.8692092896,77.86920928955078,0.0,2.0,2.0,6.0,6.0,1,0.0,0.0,0.0,'1',0.540377855301,0.5403778553009033,0.0,'nV_V',1.0,1.0,0.0,'1',0.340199619532,0.34019961953163147,0.0,81.8198013306,81.8198013305664,0.0,5.0
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_0.jpg,Animals,tapir,1.0,1.0,1,105.549186707,105.54918670654297,0.0,103.569252014,103.56925201416016,0.0,1.5,1.5,6.0,6.0,2,1.0,1.0,0.0,'1',0.570362389088,0.570362389087677,0.0,'V_nV',0.0,0.0,0.0,'2',0.280340343714,0.2803403437137604,0.0,107.059753418,107.05975341796875,0.0,7.0
Nonliving_Things,31,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_2.jpg,Kitchen_Uten,frying-pan,1.0,2.0,2,319.248840332,319.24884033203125,0.0,317.318878174,317.3188781738281,0.0,1.5,1.5,6.0,6.0,1,1.0,1.0,0.0,'2',0.530315756798,0.5303157567977905,0.0,'V_nV',0.0,0.0,0.0,'3',0.880298137665,0.8802981376647949,0.0,320.759368896,320.7593688964844,0.0,23.0
