category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,22,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_14.jpg,Kitchen_Uten,cup,1.0,1.0,1,80.809463501,80.80946350097656,0.0,78.8595199585,78.8595199584961,0.0,1.5,1.5,6.0,6.0,'2.0',1.0,1.0,0.0,'1',0.420092135668,0.4200921356678009,0.0,'nV_V',82.3201217651,82.32012176513672,0.0,0.0,0.0,0.0,'2',0.280305296183,0.28030529618263245,0.0,5.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_11.jpg,Insects,dragonfly,1.0,1.0,1,40.6696510315,40.66965103149414,0.0,38.6897010803,38.689701080322266,0.0,1.5,1.5,6.0,6.0,'5.0',1.0,1.0,0.0,'1',0.470282167196,0.4702821671962738,0.0,'V_nV',42.1803207397,42.180320739746094,0.0,0.0,0.0,0.0,'2',0.250327855349,0.25032785534858704,0.0,2.0
Living_Things,16,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cheetah_22.jpg,Animals,cheetah,1.0,2.0,2,170.999099731,170.9990997314453,0.0,169.009170532,169.00917053222656,0.0,1.5,1.5,6.5,6.5,6,1.0,1.0,0.0,'2',1.34028470516,1.3402847051620483,0.0,'nV_V',172.509628296,172.50962829589844,0.0,0.0,0.0,0.0,'2',0.760299324989,0.7602993249893188,0.0,12.0
Living_Things,79,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/sparrow_4.jpg,Birds,sparrow,1.0,2.0,2,373.178100586,373.1781005859375,0.0,370.7081604,370.7081604003906,0.0,2.0,2.0,6.0,6.0,4,1.0,1.0,0.0,'2',0.700320005417,0.7003200054168701,0.0,'nV_V',374.68862915,374.6886291503906,0.0,1.0,1.0,0.0,'1',0.350302278996,0.3503022789955139,0.0,27.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_24.jpg,Animals,elephant,1.0,2.0,2,225.508804321,225.50880432128906,0.0,223.558853149,223.55885314941406,0.0,1.5,1.5,6.0,6.0,2,1.0,1.0,0.0,'2',0.660295367241,0.6602953672409058,0.0,'nV_V',227.019378662,227.01937866210938,0.0,1.0,1.0,0.0,'1',0.300295114517,0.3002951145172119,0.0,16.0
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_17.jpg,Animals,tapir,1.0,2.0,2,184.398986816,184.39898681640625,0.0,181.919036865,181.91903686523438,0.0,2.0,2.0,7.0,7.0,5,1.0,1.0,0.0,'2',0.680278122425,0.6802781224250793,0.0,'nV_V',185.909515381,185.90951538085938,0.0,0.0,0.0,0.0,'2',0.290306538343,0.29030653834342957,0.0,13.0
Nonliving_Things,35,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_22.jpg,Buildings,granary,1.0,1.0,1,118.409317017,118.40931701660156,0.0,116.439346313,116.43934631347656,0.0,1.5,1.5,7.0,7.0,4,1.0,1.0,0.0,'1',0.700276553631,0.7002765536308289,0.0,'nV_V',119.919837952,119.91983795166016,0.0,0.0,0.0,0.0,'2',0.110374614596,0.11037461459636688,0.0,8.0
Nonliving_Things,58,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_26.jpg,Buildings,palace,1.0,1.0,1,131.789230347,131.7892303466797,0.0,129.829284668,129.82928466796875,0.0,1.5,1.5,6.5,6.5,3,1.0,1.0,0.0,'1',0.810278475285,0.8102784752845764,0.0,'nV_V',133.29977417,133.29977416992188,0.0,1.0,1.0,0.0,'1',0.300095170736,0.30009517073631287,0.0,9.0
Nonliving_Things,29,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/filling-cabinet_11.jpg,Furniture,filling-cabinet,1.0,1.0,1,213.138839722,213.1388397216797,0.0,209.198898315,209.1988983154297,0.0,3.5,3.5,6.0,6.0,1,1.0,1.0,0.0,'1',0.450293302536,0.45029330253601074,0.0,'nV_V',214.649398804,214.64939880371094,0.0,1.0,1.0,0.0,'1',0.270326584578,0.2703265845775604,0.0,15.0
Living_Things,26,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_7.jpg,Birds,duck,1.0,1.0,1,27.7697200775,27.76972007751465,0.0,25.7797622681,25.779762268066406,0.0,1.5,1.5,6.5,6.5,'6.0',1.0,1.0,0.0,'1',0.480149716139,0.4801497161388397,0.0,'V_nV',29.2802524567,29.28025245666504,0.0,0.0,0.0,0.0,'2',0.600256145,0.6002561450004578,0.0,1.0
