category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Living_Things,43,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/killer-whale_10.jpg,Marine_creatures,killer-whale,1.0,1.0,1,413.401123047,413.401123046875,0.0,410.921203613,410.92120361328125,0.0,2.0,2.0,6.5,6.5,5,1.0,1.0,0.0,'1',0.470330178738,0.4703301787376404,0.0,'V_nV',414.911712646,414.9117126464844,0.0,0.0,0.0,0.0,'3',0.460293620825,0.46029362082481384,0.0,30.0
Living_Things,42,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_22.jpg,Birds,hummingbird,1.0,2.0,2,270.061767578,270.061767578125,0.0,268.061798096,268.0617980957031,0.0,1.5,1.5,6.0,6.0,7,0.0,0.0,0.0,'1',0.560297846794,0.5602978467941284,0.0,'nV_V',271.572387695,271.5723876953125,0.0,0.0,0.0,0.0,'2',0.0301704574376,0.030170457437634468,0.0,19.0
Nonliving_Things,71,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/saucepan_14.jpg,Kitchen_Uten,saucepan,1.0,1.0,1,41.5828704834,41.58287048339844,0.0,38.6329116821,38.632911682128906,0.0,2.5,2.5,6.0,6.0,'2.0',1.0,1.0,0.0,'1',0.730300545692,0.7303005456924438,0.0,'nV_V',43.0934104919,43.09341049194336,0.0,0.0,0.0,0.0,'2',0.290304899216,0.29030489921569824,0.0,2.0
Nonliving_Things,83,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/teapot_5.jpg,Kitchen_Uten,teapot,1.0,1.0,1,68.8227005005,68.82270050048828,0.0,66.3627548218,66.36275482177734,0.0,2.0,2.0,6.5,6.5,'3.0',0.0,0.0,0.0,'2',0.710295855999,0.7102958559989929,0.0,'nV_V',70.3332977295,70.33329772949219,0.0,1.0,1.0,0.0,'1',0.750257015228,0.7502570152282715,0.0,4.0
Nonliving_Things,92,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/violin_18.jpg,Musical_Inst,violin,1.0,2.0,2,400.511199951,400.5111999511719,0.0,397.061340332,397.06134033203125,0.0,3.0,3.0,6.0,6.0,2,1.0,1.0,0.0,'2',0.560374140739,0.5603741407394409,0.0,'V_nV',402.021759033,402.0217590332031,0.0,1.0,1.0,0.0,'1',0.270188838243,0.2701888382434845,0.0,29.0
Nonliving_Things,88,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/trumpet_24.jpg,Musical_Inst,trumpet,1.0,2.0,2,82.2226409912,82.22264099121094,0.0,79.7326965332,79.73269653320312,0.0,2.0,2.0,7.0,7.0,'6.0',1.0,1.0,0.0,'2',0.810237765312,0.8102377653121948,0.0,'V_nV',83.7332305908,83.73323059082031,0.0,0.0,0.0,0.0,'2',0.500330030918,0.5003300309181213,0.0,5.0
Living_Things,39,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_12.jpg,Animals,hippopotamus,1.0,2.0,2,13.8729572296,13.872957229614258,0.0,11.4030418396,11.40304183959961,0.0,2.0,2.0,6.0,6.0,'4.0',1.0,1.0,0.0,'2',0.540301144123,0.5403011441230774,0.0,'nV_V',15.3838415146,15.383841514587402,0.0,0.0,0.0,0.0,'3',0.110298380256,0.11029838025569916,0.0,0.0
Living_Things,70,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/rooster_20.jpg,Birds,rooster,1.0,2.0,2,122.352485657,122.35248565673828,0.0,119.902580261,119.90258026123047,0.0,2.0,2.0,6.0,6.0,'2.0',0.0,0.0,0.0,'1',0.790293633938,0.7902936339378357,0.0,'nV_V',123.863021851,123.86302185058594,0.0,1.0,1.0,0.0,'1',0.260328739882,0.2603287398815155,0.0,8.0
Living_Things,44,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/kiwi_15.jpg,Birds,kiwi,1.0,2.0,2,334.061462402,334.06146240234375,0.0,332.11151123,332.11151123046875,0.0,1.5,1.5,8.0,8.0,2,1.0,1.0,0.0,'2',0.880292773247,0.8802927732467651,0.0,'nV_V',335.572113037,335.5721130371094,0.0,1.0,1.0,0.0,'1',0.270306199789,0.27030619978904724,0.0,24.0
Living_Things,95,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/zebra_10.jpg,Animals,zebra,1.0,1.0,1,217.532012939,217.53201293945312,0.0,213.592071533,213.59207153320312,0.0,3.5,3.5,6.5,6.5,'1.0',1.0,1.0,0.0,'1',0.750291824341,0.7502918243408203,0.0,'V_nV',219.042556763,219.0425567626953,0.0,0.0,0.0,0.0,'2',0.720099151134,0.720099151134491,0.0,15.0
