category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_mean,probeFrames_raw,probeFrames_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Living_Things,21,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/crab_20.jpg,Marine_creatures,crab,1.0,2.0,2,349.809173584,349.8091735839844,0.0,347.369232178,347.3692321777344,0.0,2.0,2.0,6.5,6.5,1.0,1.0,0.0,1.0,1.0,0.0,'2',0.43035903573,0.43035903573036194,0.0,'nV_V',351.319702148,351.3197021484375,0.0,0.0,0.0,0.0,'2',0.350364208221,0.35036420822143555,0.0,25.0
Living_Things,20,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cow_16.jpg,Animals,cow,1.0,2.0,2,65.7905654907,65.79056549072266,0.0,63.3506164551,63.350616455078125,0.0,2.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'nV_V',67.3010101318,67.30101013183594,0.0,0.0,0.0,0.0,'2',0.560300886631,0.560300886631012,0.0,4.0
Nonliving_Things,36,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_17.jpg,Musical_Inst,guitar,1.0,2.0,2,175.150054932,175.15005493164062,0.0,171.710098267,171.71009826660156,0.0,3.0,3.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'V_nV',176.660491943,176.66049194335938,0.0,0.0,0.0,0.0,'2',0.260335147381,0.26033514738082886,0.0,12.0
Nonliving_Things,30,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_2.jpg,Kitchen_Uten,fondue,1.0,2.0,2,334.949310303,334.9493103027344,0.0,331.509368896,331.5093688964844,0.0,3.0,3.0,8.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,'2',1.3803538084,1.3803538084030151,0.0,'V_nV',336.459777832,336.45977783203125,0.0,0.0,0.0,0.0,,,,,24.0
Nonliving_Things,46,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lamp_22.jpg,Furniture,lamp,1.0,2.0,2,201.869903564,201.86990356445312,0.0,199.929946899,199.92994689941406,0.0,1.5,1.5,7.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,'2',0.650317668915,0.6503176689147949,0.0,'V_nV',203.380477905,203.38047790527344,0.0,0.0,0.0,0.0,'2',0.280311077833,0.28031107783317566,0.0,14.0
Nonliving_Things,41,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_19.jpg,Buildings,house,1.0,2.0,2,363.169158936,363.1691589355469,0.0,360.729217529,360.7292175292969,0.0,2.0,2.0,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,'2',0.800283014774,0.8002830147743225,0.0,'V_nV',364.679748535,364.67974853515625,0.0,0.0,0.0,0.0,'3',0.180428922176,0.18042892217636108,0.0,26.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_0.jpg,Animals,elephant,1.0,1.0,1,52.9306297302,52.93062973022461,0.0,50.4906806946,50.49068069458008,0.0,2.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,'2',0.640297055244,0.6402970552444458,0.0,'V_nV',54.441204071,54.44120407104492,0.0,0.0,0.0,0.0,'2',0.990310132504,0.9903101325035095,0.0,3.0
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_14.jpg,Furniture,lectern,1.0,1.0,1,118.720298767,118.72029876708984,0.0,116.780357361,116.78035736083984,0.0,1.5,1.5,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,'2',0.760290086269,0.7602900862693787,0.0,'nV_V',120.230865479,120.23086547851562,0.0,0.0,0.0,0.0,'3',0.250300884247,0.25030088424682617,0.0,8.0
Nonliving_Things,35,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_25.jpg,Buildings,granary,1.0,2.0,2,217.22984314,217.22984313964844,0.0,213.289886475,213.28988647460938,0.0,3.5,3.5,6.5,6.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'V_nV',218.740249634,218.74024963378906,0.0,0.0,0.0,0.0,'2',0.31033039093,0.3103303909301758,0.0,15.0
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_4.jpg,Animals,tapir,1.0,1.0,1,400.738922119,400.7389221191406,0.0,398.798980713,398.7989807128906,0.0,1.5,1.5,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,'2',0.350298792124,0.35029879212379456,0.0,'V_nV',402.249481201,402.2494812011719,0.0,0.0,0.0,0.0,'3',0.270102322102,0.270102322101593,0.0,29.0
Living_Things,79,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/sparrow_6.jpg,Birds,sparrow,1.0,2.0,2,90.5004425049,90.50044250488281,0.0,88.5605010986,88.56050109863281,0.0,1.5,1.5,8.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,'2',0.460318028927,0.46031802892684937,0.0,'nV_V',92.0109863281,92.010986328125,0.0,0.0,0.0,0.0,'2',0.370296806097,0.37029680609703064,0.0,6.0
Nonliving_Things,22,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_17.jpg,Kitchen_Uten,cup,1.0,1.0,1,375.519042969,375.51904296875,0.0,373.579101562,373.5791015625,0.0,1.5,1.5,6.5,6.5,1.0,1.0,0.0,0.0,0.0,0.0,'2',0.630307853222,0.6303078532218933,0.0,'nV_V',377.029602051,377.02960205078125,0.0,0.0,0.0,0.0,'3',0.310301989317,0.3103019893169403,0.0,27.0
Living_Things,10,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/butterfly_9.jpg,Insects,butterfly,1.0,1.0,1,26.7107696533,26.710769653320312,0.0,24.2708396912,24.27083969116211,0.0,2.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,'2',0.920314013958,0.9203140139579773,0.0,'V_nV',28.2213306427,28.221330642700195,0.0,0.0,0.0,0.0,'3',0.300305217505,0.30030521750450134,0.0,1.0
Nonliving_Things,29,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/filling-cabinet_12.jpg,Furniture,filling-cabinet,1.0,2.0,2,388.378997803,388.3789978027344,0.0,386.439056396,386.4390563964844,0.0,1.5,1.5,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'V_nV',389.889434814,389.8894348144531,0.0,0.0,0.0,0.0,'2',0.270292758942,0.2702927589416504,0.0,28.0
Living_Things,13,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cat_10.jpg,Animals,cat,1.0,2.0,2,189.509994507,189.50999450683594,0.0,186.570083618,186.57008361816406,0.0,2.5,2.5,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,'2',0.830269098282,0.8302690982818604,0.0,'nV_V',191.02053833,191.02053833007812,0.0,0.0,0.0,0.0,'2',0.260302037001,0.26030203700065613,0.0,13.0
Living_Things,23,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/dolphin_17.jpg,Marine_creatures,dolphin,1.0,1.0,1,256.299621582,256.29962158203125,0.0,253.859680176,253.85968017578125,0.0,2.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,'2',1.4002904892,1.4002904891967773,0.0,'V_nV',257.810180664,257.8101806640625,0.0,0.0,0.0,0.0,,,,,18.0
Living_Things,85,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_12.jpg,Birds,toucan,1.0,2.0,2,40.070690155,40.0706901550293,0.0,37.1307411194,37.130741119384766,0.0,2.5,2.5,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,'2',1.16029143333,1.1602914333343506,0.0,'nV_V',41.5812225342,41.58122253417969,0.0,0.0,0.0,0.0,'2',0.700294315815,0.7002943158149719,0.0,2.0
Nonliving_Things,37,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_5.jpg,Tools,hammer,1.0,2.0,2,13.3508148193,13.350814819335938,0.0,11.4108839035,11.410883903503418,0.0,1.5,1.5,6.5,6.5,1.0,1.0,0.0,1.0,1.0,0.0,'2',0.450365304947,0.4503653049468994,0.0,'V_nV',14.8617115021,14.861711502075195,0.0,0.0,0.0,0.0,'2',0.250355899334,0.25035589933395386,0.0,0.0
Living_Things,84,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tiger_25.jpg,Animals,tiger,1.0,1.0,1,78.1504974365,78.15049743652344,0.0,76.2105865479,76.21058654785156,0.0,1.5,1.5,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'V_nV',79.6609420776,79.66094207763672,0.0,0.0,0.0,0.0,'2',0.300303697586,0.30030369758605957,0.0,5.0
Nonliving_Things,28,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/factory_16.jpg,Buildings,factory,1.0,1.0,1,230.07975769,230.0797576904297,0.0,228.139846802,228.1398468017578,0.0,1.5,1.5,6.5,6.5,1.0,1.0,0.0,0.0,0.0,0.0,'2',0.610226929188,0.6102269291877747,0.0,'nV_V',231.590301514,231.59030151367188,0.0,0.0,0.0,0.0,'2',0.280290722847,0.28029072284698486,0.0,16.0
Living_Things,26,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_12.jpg,Birds,duck,1.0,2.0,2,145.930175781,145.93017578125,0.0,143.990234375,143.990234375,0.0,1.5,1.5,6.5,6.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'nV_V',147.440597534,147.4405975341797,0.0,0.0,0.0,0.0,'2',0.380298763514,0.38029876351356506,0.0,10.0
Living_Things,4,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_14.jpg,Birds,barn-owl,1.0,1.0,1,283.009490967,283.0094909667969,0.0,280.069549561,280.0695495605469,0.0,2.5,2.5,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'V_nV',284.519989014,284.5199890136719,0.0,0.0,0.0,0.0,'2',0.17032212019,0.17032212018966675,0.0,20.0
Nonliving_Things,54,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_25.jpg,Vehicles,motorbike,1.0,1.0,1,104.860366821,104.86036682128906,0.0,102.920433044,102.9204330444336,0.0,1.5,1.5,7.5,7.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,'nV_V',106.370857239,106.37085723876953,0.0,0.0,0.0,0.0,'2',0.44029250741,0.44029250741004944,0.0,7.0
