category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_mean,probeFrames_raw,probeFrames_std,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,58,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_10.jpg,Buildings,palace,1.0,1.0,1,148.144317627,148.14431762695312,0.0,146.174377441,146.17437744140625,0.0,1.5,1.5,8.0,8.0,4.0,4.0,0.0,1.0,1.0,0.0,'1',0.920292556286,0.9202925562858582,0.0,'nV_V',149.654922485,149.65492248535156,0.0,0.0,0.0,0.0,'2',0.310253888369,0.31025388836860657,0.0,10.0
Living_Things,85,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_26.jpg,Birds,toucan,1.0,2.0,2,216.56401062,216.5640106201172,0.0,214.104064941,214.10406494140625,0.0,2.0,2.0,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,'2',0.850294232368,0.8502942323684692,0.0,'nV_V',218.074584961,218.0745849609375,0.0,1.0,1.0,0.0,'1',0.420300424099,0.4203004240989685,0.0,15.0
Nonliving_Things,30,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_1.jpg,Kitchen_Uten,fondue,1.0,2.0,2,414.783050537,414.7830505371094,0.0,410.8230896,410.8230895996094,0.0,3.5,3.5,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,'2',0.710302114487,0.7103021144866943,0.0,'V_nV',416.293579102,416.2935791015625,0.0,0.0,0.0,0.0,'3',0.640299499035,0.6402994990348816,0.0,30.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_15.jpg,Insects,dragonfly,1.0,2.0,2,400.403137207,400.40313720703125,0.0,398.423187256,398.4231872558594,0.0,1.5,1.5,6.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',1.16029500961,1.160295009613037,0.0,'nV_V',401.913635254,401.91363525390625,0.0,0.0,0.0,0.0,'3',1.05029189587,1.050291895866394,0.0,29.0
Living_Things,4,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_7.jpg,Birds,barn-owl,1.0,2.0,2,387.003204346,387.0032043457031,0.0,385.053253174,385.0532531738281,0.0,1.5,1.5,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,'1',0.820289373398,0.8202893733978271,0.0,'nV_V',388.51373291,388.51373291015625,0.0,1.0,1.0,0.0,'1',0.360293477774,0.3602934777736664,0.0,28.0
Nonliving_Things,53,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_5.jpg,Buildings,mill,1.0,2.0,2,281.993682861,281.9936828613281,0.0,280.01373291,280.01373291015625,0.0,1.5,1.5,6.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',0.780299186707,0.780299186706543,0.0,'V_nV',283.504302979,283.5043029785156,0.0,0.0,0.0,0.0,'2',0.300333380699,0.3003333806991577,0.0,20.0
Living_Things,79,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/sparrow_5.jpg,Birds,sparrow,1.0,1.0,1,374.643280029,374.6432800292969,0.0,372.683288574,372.68328857421875,0.0,1.5,1.5,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,'1',0.990361273289,0.9903612732887268,0.0,'V_nV',376.153839111,376.1538391113281,0.0,0.0,0.0,0.0,'2',0.310214459896,0.31021445989608765,0.0,27.0
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_0.jpg,Furniture,lectern,1.0,1.0,1,348.8934021,348.8934020996094,0.0,346.43347168,346.4334716796875,0.0,2.0,2.0,6.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,'1',1.03030455112,1.0303045511245728,0.0,'nV_V',350.403900146,350.4039001464844,0.0,0.0,0.0,0.0,'2',0.45031157136,0.4503115713596344,0.0,25.0
Nonliving_Things,35,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_12.jpg,Buildings,granary,1.0,2.0,2,361.263366699,361.26336669921875,0.0,359.313415527,359.31341552734375,0.0,1.5,1.5,7.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,'2',1.20029449463,1.2002944946289062,0.0,'V_nV',362.773895264,362.7738952636719,0.0,1.0,1.0,0.0,'1',0.420285791159,0.42028579115867615,0.0,26.0
Living_Things,84,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tiger_15.jpg,Animals,tiger,1.0,2.0,2,296.383605957,296.38360595703125,0.0,292.413665771,292.4136657714844,0.0,3.5,3.5,6.0,6.0,4.0,4.0,0.0,1.0,1.0,0.0,'2',0.660276412964,0.6602764129638672,0.0,'nV_V',297.894165039,297.8941650390625,0.0,0.0,0.0,0.0,'2',1.16031622887,1.1603162288665771,0.0,21.0
Living_Things,20,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cow_12.jpg,Animals,cow,1.0,1.0,1,93.6245803833,93.62458038330078,0.0,91.1646270752,91.16462707519531,0.0,2.0,2.0,7.5,7.5,3.0,3.0,0.0,1.0,1.0,0.0,'1',0.940330684185,0.9403306841850281,0.0,'V_nV',95.1352081299,95.13520812988281,0.0,0.0,0.0,0.0,'2',0.360295236111,0.36029523611068726,0.0,6.0
Living_Things,80,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/sperm-whale_23.jpg,Marine_creatures,sperm-whale,1.0,2.0,2,40.6248893738,40.6248893737793,0.0,37.6748847961,37.67488479614258,0.0,2.5,2.5,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,'1',0.810352444649,0.8103524446487427,0.0,'nV_V',42.1354408264,42.135440826416016,0.0,1.0,1.0,0.0,'1',0.430357038975,0.43035703897476196,0.0,2.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_26.jpg,Animals,elephant,1.0,1.0,1,108.9845047,108.98450469970703,0.0,105.534606934,105.53460693359375,0.0,3.0,3.0,6.5,6.5,2.0,2.0,0.0,0.0,0.0,0.0,'2',0.720300376415,0.7203003764152527,0.0,'V_nV',110.495101929,110.49510192871094,0.0,1.0,1.0,0.0,'1',0.350300073624,0.3503000736236572,0.0,7.0
Nonliving_Things,46,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lamp_12.jpg,Furniture,lamp,1.0,2.0,2,269.09375,269.09375,0.0,267.143798828,267.143798828125,0.0,1.5,1.5,6.5,6.5,2.0,2.0,0.0,1.0,1.0,0.0,'2',1.10025405884,1.1002540588378906,0.0,'V_nV',270.604370117,270.6043701171875,0.0,1.0,1.0,0.0,'1',0.520295798779,0.5202957987785339,0.0,19.0
Living_Things,26,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_10.jpg,Birds,duck,1.0,2.0,2,256.233795166,256.2337951660156,0.0,253.76385498,253.76385498046875,0.0,2.0,2.0,6.5,6.5,4.0,4.0,0.0,1.0,1.0,0.0,'2',0.910274684429,0.9102746844291687,0.0,'nV_V',257.744415283,257.7444152832031,0.0,0.0,0.0,0.0,'3',0.390090286732,0.39009028673171997,0.0,18.0
Nonliving_Things,22,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_24.jpg,Kitchen_Uten,cup,1.0,1.0,1,122.88444519,122.88444519042969,0.0,119.904495239,119.90449523925781,0.0,2.5,2.5,6.5,6.5,5.0,5.0,0.0,1.0,1.0,0.0,'1',1.08029019833,1.0802901983261108,0.0,'nV_V',124.395027161,124.39502716064453,0.0,0.0,0.0,0.0,'3',0.410295128822,0.41029512882232666,0.0,8.0
Living_Things,10,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/butterfly_23.jpg,Insects,butterfly,1.0,2.0,2,79.2546463013,79.25464630126953,0.0,76.8147125244,76.81471252441406,0.0,2.0,2.0,7.5,7.5,1.0,1.0,0.0,0.0,0.0,0.0,'1',0.650280833244,0.6502808332443237,0.0,'nV_V',80.7652053833,80.76520538330078,0.0,1.0,1.0,0.0,'1',0.330294668674,0.330294668674469,0.0,5.0
Nonliving_Things,31,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_11.jpg,Kitchen_Uten,frying-pan,1.0,2.0,2,163.524246216,163.5242462158203,0.0,160.564346313,160.56434631347656,0.0,2.5,2.5,7.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,'2',0.690293073654,0.6902930736541748,0.0,'V_nV',165.034790039,165.0347900390625,0.0,0.0,0.0,0.0,'2',0.370296627283,0.3702966272830963,0.0,11.0
Nonliving_Things,41,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_14.jpg,Buildings,house,1.0,2.0,2,53.5247764587,53.524776458740234,0.0,51.0448379517,51.044837951660156,0.0,2.0,2.0,6.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,'2',0.950271904469,0.9502719044685364,0.0,'V_nV',55.0353088379,55.035308837890625,0.0,0.0,0.0,0.0,'3',1.07029402256,1.0702940225601196,0.0,3.0
Nonliving_Things,36,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_10.jpg,Musical_Inst,guitar,1.0,1.0,1,13.884967804,13.884967803955078,0.0,11.3950195312,11.39501953125,0.0,2.0,2.0,6.5,6.5,6.0,6.0,0.0,1.0,1.0,0.0,'1',0.580312013626,0.5803120136260986,0.0,'nV_V',15.3959083557,15.39590835571289,0.0,0.0,0.0,0.0,'3',0.230382010341,0.2303820103406906,0.0,0.0
Living_Things,23,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/dolphin_13.jpg,Marine_creatures,dolphin,1.0,2.0,2,309.263549805,309.2635498046875,0.0,306.803588867,306.8035888671875,0.0,2.0,2.0,8.0,8.0,3.0,3.0,0.0,1.0,1.0,0.0,'2',0.650301933289,0.6503019332885742,0.0,'nV_V',310.774078369,310.7740783691406,0.0,0.0,0.0,0.0,'2',0.320298850536,0.32029885053634644,0.0,22.0
