category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,6,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_12.jpg,Furniture,bedside-table,1.0,2.0,2,306.188171387,306.18817138671875,0.0,302.718261719,302.71826171875,0.0,3.0,3.0,6.5,6.5,4,1.0,1.0,0.0,'2',0.610267698765,0.610267698764801,0.0,'V_nV',307.698699951,307.6986999511719,0.0,0.0,0.0,0.0,'3',0.390310883522,0.3903108835220337,0.0,22.0
Nonliving_Things,62,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/piano__16.jpg,Musical_Inst,piano,1.0,1.0,1,13.3595619202,13.359561920166016,0.0,11.3996133804,11.399613380432129,0.0,1.5,1.5,6.0,6.0,'3.0',1.0,1.0,0.0,'1',0.730297982693,0.7302979826927185,0.0,'nV_V',14.8704452515,14.870445251464844,0.0,0.0,0.0,0.0,'2',0.430295079947,0.43029507994651794,0.0,0.0
Living_Things,68,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/rhino_16.jpg,Animals,rhino,1.0,2.0,2,425.587585449,425.58758544921875,0.0,423.09765625,423.09765625,0.0,2.0,2.0,7.5,7.5,6,1.0,1.0,0.0,'2',0.950258255005,0.9502582550048828,0.0,'nV_V',427.098266602,427.0982666015625,0.0,0.0,0.0,0.0,'3',0.400350987911,0.40035098791122437,0.0,31.0
Living_Things,67,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/raven_10.jpg,Birds,raven,1.0,1.0,1,199.098678589,199.0986785888672,0.0,196.648727417,196.6487274169922,0.0,2.0,2.0,7.0,7.0,'2.0',1.0,1.0,0.0,'1',0.730301439762,0.7303014397621155,0.0,'V_nV',200.609222412,200.60922241210938,0.0,0.0,0.0,0.0,'2',1.01029503345,1.010295033454895,0.0,14.0
Living_Things,60,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/pelican_19.jpg,Birds,pelican,1.0,2.0,2,411.677642822,411.6776428222656,0.0,409.71774292,409.7177429199219,0.0,1.5,1.5,7.0,7.0,3,0.0,0.0,0.0,'1',1.00028669834,1.0002866983413696,0.0,'nV_V',413.188201904,413.1882019042969,0.0,1.0,1.0,0.0,'1',0.400299578905,0.4002995789051056,0.0,30.0
Nonliving_Things,17,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/church_2.jpg,Buildings,church,1.0,2.0,2,186.238739014,186.23873901367188,0.0,184.278793335,184.27879333496094,0.0,1.5,1.5,6.0,6.0,'3.0',0.0,0.0,0.0,'1',0.750298798084,0.750298798084259,0.0,'V_nV',187.749313354,187.7493133544922,0.0,0.0,0.0,0.0,'2',0.530295610428,0.5302956104278564,0.0,13.0
Living_Things,52,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/manatee_1.jpg,Marine_creatures,manatee,1.0,1.0,1,291.308227539,291.3082275390625,0.0,289.328277588,289.3282775878906,0.0,1.5,1.5,7.0,7.0,5,1.0,1.0,0.0,'1',0.730282664299,0.7302826642990112,0.0,'V_nV',292.818756104,292.8187561035156,0.0,0.0,0.0,0.0,'2',0.380299240351,0.38029924035072327,0.0,21.0
Living_Things,74,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/seagull_22.jpg,Birds,seagull,1.0,2.0,2,252.578475952,252.57847595214844,0.0,250.598464966,250.5984649658203,0.0,1.5,1.5,6.5,6.5,5,1.0,1.0,0.0,'2',1.08030068874,1.0803006887435913,0.0,'nV_V',254.08895874,254.08895874023438,0.0,1.0,1.0,0.0,'1',0.690231084824,0.6902310848236084,0.0,18.0
Nonliving_Things,2,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/armchair_6.jpg,Furniture,armchair,1.0,1.0,1,346.317962646,346.3179626464844,0.0,344.358001709,344.3580017089844,0.0,1.5,1.5,6.0,6.0,3,1.0,1.0,0.0,'1',1.10032558441,1.100325584411621,0.0,'nV_V',347.828521729,347.8285217285156,0.0,0.0,0.0,0.0,'3',0.530293703079,0.5302937030792236,0.0,25.0
Living_Things,48,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/lioness_6.jpg,Animals,lioness,1.0,2.0,2,240.178497314,240.17849731445312,0.0,237.728546143,237.72854614257812,0.0,2.0,2.0,6.0,6.0,2,1.0,1.0,0.0,'2',0.640348553658,0.6403485536575317,0.0,'nV_V',241.689025879,241.68902587890625,0.0,1.0,1.0,0.0,'1',0.410398155451,0.4103981554508209,0.0,17.0
Nonliving_Things,18,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/coking-pot_3.jpg,Kitchen_Uten,coking-pot,1.0,2.0,2,66.3293304443,66.32933044433594,0.0,63.8893661499,63.889366149902344,0.0,2.0,2.0,6.0,6.0,'1.0',0.0,0.0,0.0,'1',0.920307457447,0.920307457447052,0.0,'V_nV',67.8398666382,67.8398666381836,0.0,1.0,1.0,0.0,'1',0.420300722122,0.4203007221221924,0.0,4.0
Living_Things,90,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/turtle_24.jpg,Animals,turtle,1.0,1.0,1,147.608963013,147.6089630126953,0.0,145.138977051,145.13897705078125,0.0,2.0,2.0,6.0,6.0,'4.0',1.0,1.0,0.0,'1',0.520295619965,0.5202956199645996,0.0,'V_nV',149.11946106,149.1194610595703,0.0,0.0,0.0,0.0,'3',0.390183150768,0.39018315076828003,0.0,10.0
Nonliving_Things,0,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/Chest-of-drawers_8.jpg,Furniture,Chest-of-drawers,1.0,2.0,2,159.968902588,159.96890258789062,0.0,158.028930664,158.0289306640625,0.0,1.5,1.5,6.5,6.5,'1.0',0.0,0.0,0.0,'1',1.04029512405,1.040295124053955,0.0,'V_nV',161.479415894,161.4794158935547,0.0,1.0,1.0,0.0,'1',0.850167632103,0.8501676321029663,0.0,11.0
Living_Things,63,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/pigeon_21.jpg,Birds,pigeon,1.0,1.0,1,104.989151001,104.98915100097656,0.0,102.509239197,102.50923919677734,0.0,2.0,2.0,8.0,8.0,'5.0',1.0,1.0,0.0,'1',0.57015734911,0.5701573491096497,0.0,'V_nV',106.499717712,106.49971771240234,0.0,0.0,0.0,0.0,'3',0.250300943851,0.25030094385147095,0.0,7.0
Nonliving_Things,5,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bed_10.jpg,Furniture,bed,1.0,2.0,2,173.858825684,173.85882568359375,0.0,170.88885498,170.88885498046875,0.0,2.5,2.5,6.0,6.0,'4.0',1.0,1.0,0.0,'2',0.620287597179,0.6202875971794128,0.0,'V_nV',175.369338989,175.3693389892578,0.0,0.0,0.0,0.0,'2',0.410293251276,0.41029325127601624,0.0,12.0
Nonliving_Things,14,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/cathedral_22.jpg,Buildings,cathedral,1.0,1.0,1,332.448028564,332.4480285644531,0.0,330.468078613,330.46807861328125,0.0,1.5,1.5,7.5,7.5,5,1.0,1.0,0.0,'1',0.580298364162,0.5802983641624451,0.0,'nV_V',333.958587646,333.9585876464844,0.0,0.0,0.0,0.0,'3',0.350326478481,0.3503264784812927,0.0,24.0
Nonliving_Things,15,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/chair_2.jpg,Furniture,chair,1.0,1.0,1,265.498443604,265.4984436035156,0.0,263.498504639,263.4985046386719,0.0,1.5,1.5,7.0,7.0,7,0.0,0.0,0.0,'2',0.88031899929,0.8803189992904663,0.0,'nV_V',267.008911133,267.0089111328125,0.0,0.0,0.0,0.0,'2',0.570332527161,0.5703325271606445,0.0,19.0
Nonliving_Things,3,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/axe_1.jpg,Tools,axe,1.0,1.0,1,386.407775879,386.40777587890625,0.0,383.457824707,383.45782470703125,0.0,2.5,2.5,6.0,6.0,2,0.0,0.0,0.0,'2',0.470297068357,0.47029706835746765,0.0,'nV_V',387.918334961,387.9183349609375,0.0,1.0,1.0,0.0,'1',0.130296081305,0.13029608130455017,0.0,28.0
Nonliving_Things,7,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/boat_17.jpg,Vehicles,boat,1.0,2.0,2,213.958602905,213.95860290527344,0.0,210.518676758,210.5186767578125,0.0,3.0,3.0,6.0,6.0,'1.0',1.0,1.0,0.0,'2',0.560291945934,0.5602919459342957,0.0,'V_nV',215.469146729,215.46914672851562,0.0,0.0,0.0,0.0,'2',0.400110721588,0.40011072158813477,0.0,15.0
Nonliving_Things,64,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/plane_3.jpg,Vehicles,plane,1.0,1.0,1,91.5892333984,91.5892333984375,0.0,89.6292800903,89.62928009033203,0.0,1.5,1.5,6.5,6.5,'3.0',1.0,1.0,0.0,'1',0.700313448906,0.7003134489059448,0.0,'nV_V',93.0997695923,93.09976959228516,0.0,1.0,1.0,0.0,'1',0.560326218605,0.5603262186050415,0.0,6.0
