category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probe_Frames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_14.jpg,Animals,tapir,1.0,1.0,1,239.577270508,239.5772705078125,0.0,237.577285767,237.57728576660156,0.0,1.5,1.5,6.0,6.0,5,1.0,1.0,0.0,'1',0.720311999321,0.7203119993209839,0.0,'V_nV',1.0,1.0,0.0,'1',0.390262663364,0.3902626633644104,0.0,241.087783813,241.08778381347656,0.0,17.0
Nonliving_Things,41,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_2.jpg,Buildings,house,1.0,1.0,1,319.246856689,319.2468566894531,0.0,317.296875,317.296875,0.0,1.5,1.5,6.0,6.0,4,1.0,1.0,0.0,'1',0.600080966949,0.6000809669494629,0.0,'nV_V',0.0,0.0,0.0,'2',0.270328938961,0.27032893896102905,0.0,320.757507324,320.75750732421875,0.0,23.0
Living_Things,1,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_17.jpg,Animals,armadillo,1.0,1.0,1,106.437911987,106.43791198730469,0.0,104.007965088,104.00796508789062,0.0,2.0,2.0,6.0,6.0,5,1.0,1.0,0.0,'1',0.890290796757,0.8902907967567444,0.0,'V_nV',0.0,0.0,0.0,'2',1.25029528141,1.2502952814102173,0.0,107.948455811,107.94845581054688,0.0,7.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_25.jpg,Insects,dragonfly,1.0,2.0,2,266.777099609,266.777099609375,0.0,262.797180176,262.79718017578125,0.0,3.5,3.5,6.0,6.0,7,0.0,0.0,0.0,'1',0.690288424492,0.6902884244918823,0.0,'nV_V',1.0,1.0,0.0,'1',0.6702952981,0.6702952980995178,0.0,268.287658691,268.28765869140625,0.0,19.0
Living_Things,10,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/butterfly_15.jpg,Insects,butterfly,1.0,1.0,1,146.447723389,146.44772338867188,0.0,143.997772217,143.99777221679688,0.0,2.0,2.0,6.5,6.5,6,0.0,0.0,0.0,'2',0.830295860767,0.8302958607673645,0.0,'V_nV',0.0,0.0,0.0,'2',0.290314227343,0.2903142273426056,0.0,147.958267212,147.95826721191406,0.0,10.0
Nonliving_Things,54,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/motorbike_3.jpg,Vehicles,motorbike,1.0,2.0,2,292.066986084,292.0669860839844,0.0,290.047058105,290.04705810546875,0.0,1.5,1.5,6.5,6.5,9,1.0,1.0,0.0,'2',0.640183806419,0.6401838064193726,0.0,'V_nV',0.0,0.0,0.0,'3',0.280296087265,0.28029608726501465,0.0,293.577514648,293.5775146484375,0.0,21.0
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_15.jpg,Furniture,lectern,1.0,1.0,1,251.927200317,251.9272003173828,0.0,249.967254639,249.96725463867188,0.0,1.5,1.5,6.5,6.5,6,1.0,1.0,0.0,'1',0.710287570953,0.7102875709533691,0.0,'nV_V',1.0,1.0,0.0,'1',0.310304641724,0.3103046417236328,0.0,253.437744141,253.437744140625,0.0,18.0
Nonliving_Things,37,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_7.jpg,Tools,hammer,1.0,2.0,2,39.8882484436,39.888248443603516,0.0,37.3483734131,37.34837341308594,0.0,2.0,2.0,7.0,7.0,9,1.0,1.0,0.0,'2',0.840301215649,0.8403012156486511,0.0,'V_nV',1.0,1.0,0.0,'1',1.2002300024,1.2002300024032593,0.0,41.3988723755,41.39887237548828,0.0,2.0
Living_Things,84,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tiger_17.jpg,Animals,tiger,1.0,1.0,1,226.167312622,226.1673126220703,0.0,224.21736145,224.2173614501953,0.0,1.5,1.5,7.0,7.0,2,0.0,0.0,0.0,'2',0.750286877155,0.750286877155304,0.0,'V_nV',1.0,1.0,0.0,'1',0.390300810337,0.39030081033706665,0.0,227.677947998,227.67794799804688,0.0,16.0
Living_Things,4,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_7.jpg,Birds,barn-owl,1.0,1.0,1,66.278175354,66.2781753540039,0.0,64.2482299805,64.24822998046875,0.0,1.5,1.5,6.0,6.0,9,0.0,0.0,0.0,'2',0.780356764793,0.780356764793396,0.0,'V_nV',0.0,0.0,0.0,'2',0.280278921127,0.28027892112731934,0.0,67.7886734009,67.7886734008789,0.0,4.0
Nonliving_Things,30,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_7.jpg,Kitchen_Uten,fondue,1.0,2.0,2,118.787864685,118.7878646850586,0.0,116.817901611,116.81790161132812,0.0,1.5,1.5,7.0,7.0,4,0.0,0.0,0.0,'1',0.490320891142,0.4903208911418915,0.0,'V_nV',0.0,0.0,0.0,'2',0.28029602766,0.2802960276603699,0.0,120.298469543,120.29846954345703,0.0,8.0
Nonliving_Things,53,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_18.jpg,Buildings,mill,1.0,2.0,2,332.616790771,332.6167907714844,0.0,329.656829834,329.6568298339844,0.0,2.5,2.5,6.5,6.5,3,1.0,1.0,0.0,'2',1.41028726101,1.4102872610092163,0.0,'V_nV',1.0,1.0,0.0,'1',0.490290462971,0.49029046297073364,0.0,334.127380371,334.12738037109375,0.0,24.0
Living_Things,16,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cheetah_7.jpg,Animals,cheetah,1.0,2.0,2,414.716400146,414.7164001464844,0.0,412.706451416,412.7064514160156,0.0,1.5,1.5,6.0,6.0,7,0.0,0.0,0.0,'1',0.930349647999,0.9303496479988098,0.0,'nV_V',0.0,0.0,0.0,'2',0.490370094776,0.49037009477615356,0.0,416.226898193,416.2268981933594,0.0,30.0
Nonliving_Things,19,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/couch_14.jpg,Furniture,couch,1.0,2.0,2,388.836486816,388.83648681640625,0.0,385.316619873,385.3166198730469,0.0,3.0,3.0,6.0,6.0,9,0.0,0.0,0.0,'1',0.830290794373,0.8302907943725586,0.0,'V_nV',1.0,1.0,0.0,'1',0.300100505352,0.30010050535202026,0.0,390.347045898,390.3470458984375,0.0,28.0
Nonliving_Things,22,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_16.jpg,Kitchen_Uten,cup,1.0,1.0,1,133.09777832,133.0977783203125,0.0,130.177841187,130.17784118652344,0.0,2.5,2.5,6.5,6.5,3,1.0,1.0,0.0,'1',0.460282802582,0.4602828025817871,0.0,'nV_V',1.0,1.0,0.0,'1',0.280297726393,0.28029772639274597,0.0,134.608322144,134.6083221435547,0.0,9.0
Nonliving_Things,28,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/factory_6.jpg,Buildings,factory,1.0,1.0,1,13.4783754349,13.478375434875488,0.0,11.438457489,11.438457489013672,0.0,1.5,1.5,6.0,6.0,'8.0',1.0,1.0,0.0,'1',0.780367434025,0.7803674340248108,0.0,'nV_V',1.0,1.0,0.0,'1',0.290295988321,0.2902959883213043,0.0,14.9893484116,14.989348411560059,0.0,0.0
Nonliving_Things,36,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_16.jpg,Musical_Inst,guitar,1.0,1.0,1,213.79737854,213.79737854003906,0.0,211.337432861,211.33743286132812,0.0,2.0,2.0,6.0,6.0,5,1.0,1.0,0.0,'1',0.540288805962,0.5402888059616089,0.0,'nV_V',0.0,0.0,0.0,'3',0.260281652212,0.26028165221214294,0.0,215.307983398,215.3079833984375,0.0,15.0
Living_Things,20,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cow_24.jpg,Animals,cow,1.0,1.0,1,186.567520142,186.56752014160156,0.0,184.587600708,184.5876007080078,0.0,1.5,1.5,8.0,8.0,3,1.0,1.0,0.0,'1',0.730349838734,0.7303498387336731,0.0,'V_nV',1.0,1.0,0.0,'1',0.210277020931,0.2102770209312439,0.0,188.078094482,188.07809448242188,0.0,13.0
Nonliving_Things,58,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/palace_20.jpg,Buildings,palace,1.0,1.0,1,159.307647705,159.30764770507812,0.0,157.337692261,157.3376922607422,0.0,1.5,1.5,7.0,7.0,5,1.0,1.0,0.0,'1',0.62027823925,0.6202782392501831,0.0,'nV_V',0.0,0.0,0.0,'2',0.240319058299,0.24031905829906464,0.0,160.818191528,160.8181915283203,0.0,11.0
Nonliving_Things,29,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/filling-cabinet_6.jpg,Furniture,filling-cabinet,1.0,1.0,1,346.016693115,346.0166931152344,0.0,343.536773682,343.5367736816406,0.0,2.0,2.0,6.0,6.0,5,1.0,1.0,0.0,'1',0.420283466578,0.4202834665775299,0.0,'nV_V',1.0,1.0,0.0,'1',0.290281921625,0.29028192162513733,0.0,347.527313232,347.5273132324219,0.0,25.0
Living_Things,26,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_0.jpg,Birds,duck,1.0,1.0,1,401.786407471,401.7864074707031,0.0,399.246490479,399.2464904785156,0.0,2.0,2.0,6.5,6.5,10,1.0,1.0,0.0,'1',0.580355226994,0.5803552269935608,0.0,'V_nV',0.0,0.0,0.0,'3',0.280360609293,0.280360609292984,0.0,403.297027588,403.2970275878906,0.0,29.0
Living_Things,21,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/crab_0.jpg,Marine_creatures,crab,1.0,2.0,2,200.957443237,200.9574432373047,0.0,198.977493286,198.9774932861328,0.0,1.5,1.5,6.0,6.0,6,0.0,0.0,0.0,'1',0.640327692032,0.6403276920318604,0.0,'nV_V',0.0,0.0,0.0,'2',0.320297241211,0.3202972412109375,0.0,202.468002319,202.46800231933594,0.0,14.0
Living_Things,80,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/sperm-whale_12.jpg,Marine_creatures,sperm-whale,1.0,1.0,1,373.406585693,373.4065856933594,0.0,370.366638184,370.36663818359375,0.0,2.5,2.5,7.5,7.5,10,1.0,1.0,0.0,'1',0.660372793674,0.660372793674469,0.0,'V_nV',0.0,0.0,0.0,'2',1.14036667347,1.1403666734695435,0.0,374.917175293,374.91717529296875,0.0,27.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_16.jpg,Animals,elephant,1.0,1.0,1,427.636322021,427.6363220214844,0.0,425.136383057,425.1363830566406,0.0,2.0,2.0,6.0,6.0,6,1.0,1.0,0.0,'1',0.490288287401,0.49028828740119934,0.0,'V_nV',1.0,1.0,0.0,'1',0.260316580534,0.2603165805339813,0.0,429.146850586,429.1468505859375,0.0,31.0
Living_Things,79,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/sparrow_25.jpg,Birds,sparrow,1.0,2.0,2,26.9383106232,26.938310623168945,0.0,23.8983631134,23.89836311340332,0.0,2.5,2.5,6.0,6.0,10,1.0,1.0,0.0,'2',0.700289547443,0.7002895474433899,0.0,'nV_V',0.0,0.0,0.0,'2',0.260582149029,0.2605821490287781,0.0,28.4489154816,28.448915481567383,0.0,1.0
