category,index,probe_path,subcategory,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probe_Frames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,visible_resptime_mean,visible_resptime_raw,visible_resptime_std,order
Nonliving_Things,47,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lectern_13.jpg,Furniture,lectern,1.0,1.0,1,426.196594238,426.19659423828125,0.0,424.236663818,424.2366638183594,0.0,1.5,1.5,6.0,6.0,4,1.0,1.0,0.0,'1',0.690291345119,0.6902913451194763,0.0,'nV_V',1.0,1.0,0.0,'1',0.510404586792,0.5104045867919922,0.0,427.707214355,427.70721435546875,0.0,31.0
Living_Things,27,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_11.jpg,Animals,elephant,1.0,2.0,2,15.2886228561,15.288622856140137,0.0,11.3887062073,11.38870620727539,0.0,3.5,3.5,6.0,6.0,'4.0',1.0,1.0,0.0,'2',0.640390574932,0.6403905749320984,0.0,'nV_V',1.0,1.0,0.0,'1',0.290349334478,0.2903493344783783,0.0,16.7995605469,16.799560546875,0.0,0.0
Living_Things,1,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_15.jpg,Animals,armadillo,1.0,2.0,2,108.128181458,108.12818145751953,0.0,105.698287964,105.69828796386719,0.0,2.0,2.0,8.0,8.0,2,0.0,0.0,0.0,'1',0.540368258953,0.5403682589530945,0.0,'nV_V',1.0,1.0,0.0,'1',0.530384480953,0.5303844809532166,0.0,109.638717651,109.63871765136719,0.0,7.0
Nonliving_Things,30,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_6.jpg,Kitchen_Uten,fondue,1.0,1.0,1,94.7882461548,94.78824615478516,0.0,92.8282928467,92.82829284667969,0.0,1.5,1.5,6.5,6.5,3,0.0,0.0,0.0,'2',0.620368123055,0.6203681230545044,0.0,'nV_V',0.0,0.0,0.0,'2',0.560348391533,0.560348391532898,0.0,96.298828125,96.298828125,0.0,6.0
Nonliving_Things,36,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_8.jpg,Musical_Inst,guitar,1.0,2.0,2,399.926727295,399.9267272949219,0.0,397.476776123,397.4767761230469,0.0,2.0,2.0,7.0,7.0,3,0.0,0.0,0.0,'1',0.530335724354,0.5303357243537903,0.0,'V_nV',1.0,1.0,0.0,'1',0.590283095837,0.5902830958366394,0.0,401.437286377,401.4372863769531,0.0,29.0
Living_Things,24,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_20.jpg,Insects,dragonfly,1.0,1.0,1,147.707992554,147.70799255371094,0.0,145.748031616,145.74803161621094,0.0,1.5,1.5,6.5,6.5,5,1.0,1.0,0.0,'1',0.740328669548,0.7403286695480347,0.0,'V_nV',0.0,0.0,0.0,'3',0.430322021246,0.4303220212459564,0.0,149.218521118,149.21852111816406,0.0,10.0
Nonliving_Things,53,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/mill_19.jpg,Buildings,mill,1.0,1.0,1,122.498138428,122.49813842773438,0.0,120.538192749,120.53819274902344,0.0,1.5,1.5,6.0,6.0,5,1.0,1.0,0.0,'1',0.84037643671,0.8403764367103577,0.0,'nV_V',0.0,0.0,0.0,'2',0.8503241539,0.8503241539001465,0.0,124.008651733,124.00865173339844,0.0,8.0
Nonliving_Things,37,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_25.jpg,Tools,hammer,1.0,2.0,2,134.86807251,134.86807250976562,0.0,132.908126831,132.9081268310547,0.0,1.5,1.5,6.5,6.5,4,1.0,1.0,0.0,'2',0.840321719646,0.8403217196464539,0.0,'V_nV',1.0,1.0,0.0,'1',0.760378181934,0.7603781819343567,0.0,136.378662109,136.378662109375,0.0,9.0
Living_Things,85,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/toucan_4.jpg,Birds,toucan,1.0,1.0,1,385.586853027,385.58685302734375,0.0,383.636871338,383.6368713378906,0.0,1.5,1.5,7.5,7.5,4,0.0,0.0,0.0,'2',0.63034260273,0.6303426027297974,0.0,'V_nV',0.0,0.0,0.0,'2',0.370330095291,0.3703300952911377,0.0,387.097351074,387.09735107421875,0.0,28.0
Living_Things,82,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/tapir_0.jpg,Animals,tapir,1.0,1.0,1,40.8985061646,40.89850616455078,0.0,38.9785728455,38.978572845458984,0.0,1.5,1.5,7.0,7.0,2,0.0,0.0,0.0,'2',0.760330080986,0.760330080986023,0.0,'V_nV',1.0,1.0,0.0,'1',0.30033621192,0.30033621191978455,0.0,42.4090690613,42.4090690612793,0.0,2.0
Nonliving_Things,31,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_2.jpg,Kitchen_Uten,frying-pan,1.0,1.0,1,320.297149658,320.2971496582031,0.0,318.347229004,318.34722900390625,0.0,1.5,1.5,7.5,7.5,4,1.0,1.0,0.0,'1',0.800319433212,0.8003194332122803,0.0,'nV_V',0.0,0.0,0.0,'2',0.670303344727,0.6703033447265625,0.0,321.80770874,321.8077087402344,0.0,23.0
